Region,FO#,Location,Slots,ACM_CountR,ITC,FRS,Total,Month
Korea                                                                        Slots              ACM              ITC           FRS           Total,23,UIJEONGBU,73.0,4.0,,,77.0,August 2023
Korea                                                                        Slots              ACM              ITC           FRS           Total,24,PYONGTAEK,134.0,6.0,7.0,3.0,150.0,August 2023
Europe                                                                     Slots              ACM              ITC           FRS           Total,2,KAISERSLAUTERN,173.0,12.0,14.0,7.0,206.0,September 2023
Europe                                                                     Slots              ACM              ITC           FRS           Total,4,VICENZA,73.0,5.0,5.0,3.0,86.0,September 2023
Europe                                                                     Slots              ACM              ITC           FRS           Total,10,GARMISCH,17.0,1.0,,,18.0,September 2023
Europe                                                                     Slots              ACM              ITC           FRS           Total,31,ANSBACH,36.0,2.0,,1.0,39.0,September 2023
Europe                                                                     Slots              ACM              ITC           FRS           Total,39,SOUDA BAY,20.0,2.0,2.0,1.0,25.0,September 2023
Europe                                                                     Slots              ACM              ITC           FRS           Total,40,SIGONELLA,32.0,2.0,2.0,2.0,38.0,September 2023
Europe                                                                     Slots              ACM              ITC           FRS           Total,42,NAPLES,47.0,2.0,4.0,2.0,55.0,September 2023
Europe                                                                     Slots              ACM              ITC           FRS           Total,43,ROTA,62.0,4.0,6.0,4.0,76.0,September 2023
Europe                                                                     Slots              ACM              ITC           FRS           Total,45,STUTTGART,88.0,4.0,4.0,3.0,99.0,September 2023
Europe                                                                     Slots              ACM              ITC           FRS           Total,46,VILSECK,108.0,9.0,4.0,4.0,125.0,September 2023
Europe                                                                     Slots              ACM              ITC           FRS           Total,47,WIESBADEN,87.0,4.0,,1.0,92.0,September 2023
Japan                                                                      Slots              ACM              ITC           FRS           Total,17,SINGAPORE,10.0,1.0,2.0,1.0,14.0,September 2023
Japan                                                                      Slots              ACM              ITC           FRS           Total,18,YOKOSUKA,109.0,6.0,12.0,6.0,133.0,September 2023
Japan                                                                      Slots              ACM              ITC           FRS           Total,19,SASEBO,72.0,3.0,6.0,3.0,84.0,September 2023
Japan                                                                      Slots              ACM              ITC           FRS           Total,22,ZAMA,138.0,7.0,9.0,7.0,161.0,September 2023
Japan                                                                      Slots              ACM              ITC           FRS           Total,26,OKINAWA,308.0,15.0,21.0,11.0,355.0,September 2023
Japan                                                                      Slots              ACM              ITC           FRS           Total,27,IWAKUNI,66.0,3.0,4.0,2.0,75.0,September 2023
Korea                                                                      Slots              ACM              ITC           FRS           Total,20,SEOUL,83.0,3.0,5.0,2.0,93.0,September 2023
Korea                                                                      Slots              ACM              ITC           FRS           Total,21,DAEGU,103.0,5.0,,,108.0,September 2023
Korea                                                                      Slots              ACM              ITC           FRS           Total,23,UIJEONGBU,77.0,4.0,,,81.0,September 2023
Korea                                                                      Slots              ACM              ITC           FRS           Total,24,PYONGTAEK,135.0,6.0,7.0,3.0,151.0,September 2023
