Loc,Place,Region,SVC,Asset,SerialNum,Type,Desc,Acquire,Effective,Disposed,Class,MFG,LNAME,FONUM,FOSHORT,Cat,Year,Age,Month
770,Floor,Korea,Army,337649,337649-141618,4016,NOV NOVOSTAR 4ST MULTI-DENOM,11/23/2016,1/11/2017,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2016,5,Sep-22
770,Floor,Korea,Army,337648,337648-141615,4016,NOV NOVOSTAR 4ST MULTI-DENOM,11/23/2016,1/11/2017,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2016,5,Sep-22
770,Floor,Korea,Army,337495,337495-5169850,3679,BAL J43 JIN JI BAO XI E/T MLP,9/13/2020,9/13/2020,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2020,2,Sep-22
770,Floor,Korea,Army,337494,337494-5169849,3665,BAL J43 JIN-JI BAO XI R/F MLP,9/13/2020,9/13/2020,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2020,2,Sep-22
770,Floor,Korea,Army,337492,337492-2468657,1966,IGT CRYSTAL D - MULTI SET 003,7/19/2019,9/10/2020,9/9/9999,60,IGT,DRAGON HILL LODGE,20,SEOUL,SLOT,2019,3,Sep-22
770,Floor,Korea,Army,337491,337491-2468385,1966,IGT CRYSTAL D - MULTI SET 003,7/19/2019,9/10/2020,9/9/9999,60,IGT,DRAGON HILL LODGE,20,SEOUL,SLOT,2019,3,Sep-22
770,Floor,Korea,Army,337487,337487-B171021749,3494,BAL TSTAR - L/L PIGGY BANK MLP,1/20/2018,5/16/2018,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2018,4,Sep-22
770,Floor,Korea,Army,337486,337486-B171021748,3492,BAL TSTAR - L/L EUREKA BL MLP,1/20/2018,5/16/2018,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2018,4,Sep-22
770,Floor,Korea,Army,337485,337485-B171021747,3492,BAL TSTAR - L/L EUREKA BL MLP,1/20/2018,5/16/2018,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2018,4,Sep-22
770,Floor,Korea,Army,337484,337484-B171021746,3490,BAL TSTAR - L/L CATS HA BA MLP,1/20/2018,5/16/2018,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2018,4,Sep-22
770,Floor,Korea,Army,337483,337483-B171021745,3490,BAL TSTAR - L/L CATS HA BA MLP,1/20/2018,5/16/2018,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2018,4,Sep-22
770,Floor,Korea,Army,337660,337660-159857,4017,NOV NOVOSTAR 5ST MULTI-DENOM,11/23/2016,1/3/2018,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2016,5,Sep-22
770,Floor,Korea,Army,337946,337946-B170502928,3625,BAL WAVE 5 TREASURES MLP,9/27/2017,12/20/2017,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,337482,337482-B171021744,3483,BAL TSTAR DIAMOND ETERNITY MLP,1/20/2018,5/16/2018,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2018,4,Sep-22
770,Floor,Korea,Army,337927,337927-708586,3126,NOV VIP EDITION 5/$4.00,2/25/2017,3/1/2017,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,337480,337480-B171021742,3483,BAL TSTAR DIAMOND ETERNITY MLP,1/20/2018,5/16/2018,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2018,4,Sep-22
770,Floor,Korea,Army,337668,337668-208663,4018,NOV NOVOSTAR 6ST MULTI-DENOM,11/23/2016,1/11/2017,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2016,5,Sep-22
770,Floor,Korea,Army,337948,337948-B170502930,3625,BAL WAVE 5 TREASURES MLP,9/27/2017,12/20/2017,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,337947,337947-B170502929,3625,BAL WAVE 5 TREASURES MLP,9/27/2017,12/20/2017,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,337945,337945-B170502927,3625,BAL WAVE 5 TREASURES MLP,9/27/2017,12/20/2017,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,337938,337938-B170502920,3652,BAL J43 DOUBLE BLESSINGS MLP,9/27/2017,12/6/2017,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,337937,337937-B170502919,3655,BAL J43 DANCING DRUMS MLP,9/27/2017,12/6/2017,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,337944,337944-B170502926,3625,BAL WAVE 5 TREASURES MLP,9/27/2017,12/20/2017,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,337935,337935-B170502917,3655,BAL J43 DANCING DRUMS MLP,9/27/2017,12/6/2017,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,337949,337949-B170502931,3625,BAL WAVE 5 TREASURES MLP,9/27/2017,12/20/2017,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,337926,337926-708585,3126,NOV VIP EDITION 5/$4.00,2/25/2017,3/1/2017,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,337700,337700-708584,3126,NOV VIP EDITION 5/$4.00,2/25/2017,3/1/2017,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,337698,337698-708582,3126,NOV VIP EDITION 5/$4.00,2/25/2017,3/1/2017,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,337696,337696-708580,3126,NOV VIP EDITION 5/$4.00,2/25/2017,3/1/2017,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,337695,337695-708549,3126,NOV VIP EDITION 5/$4.00,2/25/2017,3/1/2017,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,337692,337692-5105392,1867,WMS BLADE MULTI CHEST 4,12/20/2016,2/15/2017,9/9/9999,60,WMS,DRAGON HILL LODGE,20,SEOUL,SLOT,2016,5,Sep-22
770,Floor,Korea,Army,337691,337691-5105391,1869,WMS BLADE MULTI CHEST 6,12/20/2016,2/15/2017,9/9/9999,60,WMS,DRAGON HILL LODGE,20,SEOUL,SLOT,2016,5,Sep-22
770,Floor,Korea,Army,337686,337686-5105386,1868,WMS BLADE MULTI CHEST 5,12/20/2016,2/15/2017,9/9/9999,60,WMS,DRAGON HILL LODGE,20,SEOUL,SLOT,2016,5,Sep-22
770,Floor,Korea,Army,337936,337936-B170502918,3652,BAL J43 DOUBLE BLESSINGS MLP,9/27/2017,12/6/2017,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,336084,336084-642965,4011,NOV PREM V+ 6ST MULTI-DENOM,9/18/2014,9/20/2014,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2014,8,Sep-22
770,Floor,Korea,Army,336268,336268-618403,3084,NOV DOM PREMIUM ED 3,3/8/2014,4/6/2014,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2014,8,Sep-22
770,Floor,Korea,Army,336262,336262-618376,3083,NOV DOM IMPERA HD5/$4.00,3/8/2014,4/9/2014,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2014,8,Sep-22
770,Floor,Korea,Army,336260,336260-618374,3084,NOV DOM PREMIUM ED 3,3/8/2014,4/9/2014,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2014,8,Sep-22
770,Floor,Korea,Army,336258,336258-618372,3084,NOV DOM PREMIUM ED 3,3/8/2014,4/6/2014,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2014,8,Sep-22
770,Floor,Korea,Army,336257,336257-618371,3083,NOV DOM IMPERA HD5/$4.00,3/8/2014,4/9/2014,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2014,8,Sep-22
770,Floor,Korea,Army,336256,336256-618370,3083,NOV DOM IMPERA HD5/$4.00,3/8/2014,4/9/2014,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2014,8,Sep-22
770,Floor,Korea,Army,336255,336255-618369,3084,NOV DOM PREMIUM ED 3,3/8/2014,4/9/2014,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2014,8,Sep-22
770,Floor,Korea,Army,336269,336269-618404,3084,NOV DOM PREMIUM ED 3,3/8/2014,4/6/2014,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2014,8,Sep-22
770,Floor,Korea,Army,336252,336252-618366,3084,NOV DOM PREMIUM ED 3,3/8/2014,4/9/2014,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2014,8,Sep-22
770,Floor,Korea,Army,336267,336267-618402,3084,NOV DOM PREMIUM ED 3,3/8/2014,4/9/2014,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2014,8,Sep-22
770,Floor,Korea,Army,336082,336082-642963,4010,NOV PREM V+ 5ST MULTI-DENOM,9/18/2014,9/20/2014,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2014,8,Sep-22
770,Floor,Korea,Army,336081,336081-642962,4011,NOV PREM V+ 6ST MULTI-DENOM,9/18/2014,9/20/2014,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2014,8,Sep-22
770,Floor,Korea,Army,336079,336079-642960,4009,NOV PREM V+ 4ST MULTI-DENOM,9/18/2014,9/20/2014,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2014,8,Sep-22
770,Floor,Korea,Army,335184,335184-R106205-38683,9001,DIEBOLD ACM,2/2/2006,10/27/2010,9/9/9999,70,DIE,DRAGON HILL LODGE,20,SEOUL,ACM/ITC,2006,16,Sep-22
770,Floor,Korea,Army,332948,332948-010620543428,9001,DIEBOLD ACM,2/22/2003,3/21/2003,9/9/9999,70,DIE,DRAGON HILL LODGE,20,SEOUL,ACM/ITC,2003,19,Sep-22
770,Floor,Korea,Army,117480,117480-41D2698,2038,IBM SUREPOS 4852,9/29/2010,5/3/2013,9/9/9999,740,IBM,DRAGON HILL LODGE,20,SEOUL,FRS,2010,12,Sep-22
770,Floor,Korea,Army,337479,337479-B171021741,3483,BAL TSTAR DIAMOND ETERNITY MLP,1/20/2018,5/16/2018,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2018,4,Sep-22
770,Floor,Korea,Army,337687,337687-5105387,1869,WMS BLADE MULTI CHEST 6,12/20/2016,2/15/2017,9/9/9999,60,WMS,DRAGON HILL LODGE,20,SEOUL,SLOT,2016,5,Sep-22
770,Floor,Korea,Army,336254,336254-618368,3084,NOV DOM PREMIUM ED 3,3/8/2014,4/6/2014,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2014,8,Sep-22
770,Floor,Korea,Army,337452,337952-B120965568,3485,BAL V22/32 CASH SPIN QHIT MLP,9/27/2017,11/4/2017,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,337478,337478-B171021740,3488,BAL TSTAR 88 FORTUNES MLP,1/20/2018,5/16/2018,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2018,4,Sep-22
770,Floor,Korea,Army,337472,337472-2384744,1951,IGT CRYSTAL/DUAL MULTI 702,12/8/2017,8/25/2018,9/9/9999,60,IGT,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,4,Sep-22
770,Floor,Korea,Army,337470,337470-2384598,1950,IGT CRYSTAL/DUAL MULTI 701,12/8/2017,8/25/2018,9/9/9999,60,IGT,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,4,Sep-22
770,Floor,Korea,Army,337467,337467-132624,3545,KON CRES S/B/B VOLCANO BOUNTY,10/27/2017,11/22/2017,9/9/9999,60,KON,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,4,Sep-22
770,Floor,Korea,Army,337466,337466-132623,3544,KON CRES S/B/B JUNGLE BOUNTY,10/27/2017,11/22/2017,9/9/9999,60,KON,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,4,Sep-22
770,Floor,Korea,Army,337465,337465-132622,3545,KON CRES S/B/B VOLCANO BOUNTY,10/27/2017,11/22/2017,9/9/9999,60,KON,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,4,Sep-22
770,Floor,Korea,Army,336261,336261-618375,3084,NOV DOM PREMIUM ED 3,3/8/2014,4/9/2014,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2014,8,Sep-22
770,Floor,Korea,Army,337455,337455-735496,3092,NOV CONCURVE ED 4,10/19/2017,12/31/2021,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,4,Sep-22
770,Floor,Korea,Army,336743,336743-B141219209,3254,BAL V22/22 88 FORTUNES MLP,3/14/2015,8/23/2017,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2015,7,Sep-22
770,Floor,Korea,Army,337451,337951-B110834696,3485,BAL V22/32 CASH SPIN QHIT MLP,9/27/2017,11/4/2017,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,5,Sep-22
770,Floor,Korea,Army,336745,336745-C351530841,1018,ITC Smart Card Dispenser,9/18/2015,9/30/2015,9/9/9999,70,ITC,DRAGON HILL LODGE,20,SEOUL,ACM/ITC,2015,7,Sep-22
770,Floor,Korea,Army,337457,337457-735498,3092,NOV CONCURVE ED 4,10/19/2017,12/31/2021,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2017,4,Sep-22
770,Floor,Korea,Army,336744,336744-C351530840,1018,ITC Smart Card Dispenser,9/18/2015,9/30/2015,9/9/9999,70,ITC,DRAGON HILL LODGE,20,SEOUL,ACM/ITC,2015,7,Sep-22
770,Floor,Korea,Army,337055,337055-129777,4018,NOV NOVOSTAR 6ST MULTI-DENOM,11/23/2016,1/11/2017,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2016,5,Sep-22
770,Floor,Korea,Army,336749,336749-C351530835,1018,ITC Smart Card Dispenser,9/18/2015,10/3/2015,9/9/9999,70,ITC,DRAGON HILL LODGE,20,SEOUL,ACM/ITC,2015,7,Sep-22
770,Floor,Korea,Army,336814,336814-B141219205,3254,BAL V22/22 88 FORTUNES MLP,2/27/2015,8/23/2017,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2015,7,Sep-22
770,Floor,Korea,Army,337002,337002-668826,4010,NOV PREM V+ 5ST MULTI-DENOM,8/20/2015,7/17/2019,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2015,7,Sep-22
770,Floor,Korea,Army,337008,337008-668832,4011,NOV PREM V+ 6ST MULTI-DENOM,8/20/2015,7/17/2019,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2015,7,Sep-22
770,Floor,Korea,Army,337013,337013-668837,4009,NOV PREM V+ 4ST MULTI-DENOM,8/20/2015,7/17/2019,9/9/9999,60,NOV,DRAGON HILL LODGE,20,SEOUL,SLOT,2015,7,Sep-22
770,Floor,Korea,Army,337024,337024-B150734396,3254,BAL V22/22 88 FORTUNES MLP,9/18/2015,8/23/2017,9/9/9999,60,BAL,DRAGON HILL LODGE,20,SEOUL,SLOT,2015,7,Sep-22
776,Floor,Korea,Army,337456,337456-735497,3092,NOV CONCURVE ED 4,10/19/2017,7/26/2019,9/9/9999,60,NOV,"COMM CLUB, K-16",20,SEOUL,SLOT,2017,4,Sep-22
776,Floor,Korea,Army,337667,337667-208648,4018,NOV NOVOSTAR 6ST MULTI-DENOM,11/23/2016,1/20/2017,9/9/9999,60,NOV,"COMM CLUB, K-16",20,SEOUL,SLOT,2016,5,Sep-22
776,Floor,Korea,Army,337666,337666-208644,4018,NOV NOVOSTAR 6ST MULTI-DENOM,11/23/2016,1/20/2017,9/9/9999,60,NOV,"COMM CLUB, K-16",20,SEOUL,SLOT,2016,5,Sep-22
776,Floor,Korea,Army,337659,337659-158970,4017,NOV NOVOSTAR 5ST MULTI-DENOM,11/23/2016,10/17/2020,9/9/9999,60,NOV,"COMM CLUB, K-16",20,SEOUL,SLOT,2016,5,Sep-22
776,Floor,Korea,Army,337656,337656-153198,4017,NOV NOVOSTAR 5ST MULTI-DENOM,11/23/2016,10/17/2020,9/9/9999,60,NOV,"COMM CLUB, K-16",20,SEOUL,SLOT,2016,5,Sep-22
776,Floor,Korea,Army,337655,337655-152495,4017,NOV NOVOSTAR 5ST MULTI-DENOM,11/23/2016,10/17/2020,9/9/9999,60,NOV,"COMM CLUB, K-16",20,SEOUL,SLOT,2016,5,Sep-22
776,Floor,Korea,Army,337651,337651-141654,4016,NOV NOVOSTAR 4ST MULTI-DENOM,11/23/2016,1/20/2017,9/9/9999,60,NOV,"COMM CLUB, K-16",20,SEOUL,SLOT,2016,5,Sep-22
776,Floor,Korea,Army,333442,333442-23727,1018,ITC Smart Card Dispenser,10/16/2003,12/22/2005,9/9/9999,70,ITC,"COMM CLUB, K-16",20,SEOUL,ACM/ITC,2003,18,Sep-22
776,Floor,Korea,Army,336266,336266-618401,3083,NOV DOM IMPERA HD5/$4.00,3/8/2014,10/17/2020,9/9/9999,60,NOV,"COMM CLUB, K-16",20,SEOUL,SLOT,2014,8,Sep-22
776,Floor,Korea,Army,336264,336264-618378,3083,NOV DOM IMPERA HD5/$4.00,3/8/2014,10/17/2020,9/9/9999,60,NOV,"COMM CLUB, K-16",20,SEOUL,SLOT,2014,8,Sep-22
776,Floor,Korea,Army,334905,334905-533670,1018,ITC Smart Card Dispenser,3/3/2006,5/3/2008,9/9/9999,70,ITC,"COMM CLUB, K-16",20,SEOUL,ACM/ITC,2006,16,Sep-22
776,Floor,Korea,Army,117476,117476-41D2722,2038,IBM SUREPOS 4852,9/29/2010,11/30/2010,9/9/9999,740,IBM,"COMM CLUB, K-16",20,SEOUL,FRS,2010,12,Sep-22
776,Floor,Korea,Army,333484,333484-1349257,579,IGT iGAME AZTEC TEMPLE 243 01,8/12/2004,9/4/2008,9/9/9999,60,IGT,"COMM CLUB, K-16",20,SEOUL,SLOT,2004,18,Sep-22
776,Floor,Korea,Army,334066,334066-1406583,579,IGT iGAME AZTEC TEMPLE 243 01,10/9/2004,8/5/2016,9/9/9999,60,IGT,"COMM CLUB, K-16",20,SEOUL,SLOT,2004,17,Sep-22
776,Floor,Korea,Army,333352,333352-R10620538320,9001,DIEBOLD ACM,8/11/2004,12/22/2005,9/9/9999,70,DIE,"COMM CLUB, K-16",20,SEOUL,ACM/ITC,2004,18,Sep-22
776,Floor,Korea,Army,337060,337060-141603,4016,NOV NOVOSTAR 4ST MULTI-DENOM,11/23/2016,10/17/2020,9/9/9999,60,NOV,"COMM CLUB, K-16",20,SEOUL,SLOT,2016,5,Sep-22
797,Floor,Korea,Army,337674,337674-369629,3185,NOVOSTAR 6sT,11/23/2016,1/10/2017,9/9/9999,60,NOV,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2016,5,Sep-22
797,Floor,Korea,Army,337025,337025-B150734394,3234,BAL V22/22 88 FORTUNES,9/18/2015,11/8/2017,9/9/9999,60,BAL,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2015,7,Sep-22
797,Floor,Korea,Army,337051,337051-B160874261,3234,BAL V22/22 88 FORTUNES,10/17/2016,11/8/2017,9/9/9999,60,BAL,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2016,5,Sep-22
797,Floor,Korea,Army,337054,337054-B160874264,3234,BAL V22/22 88 FORTUNES,10/17/2016,11/8/2017,9/9/9999,60,BAL,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2016,5,Sep-22
797,Floor,Korea,Army,337057,337057-131747,3185,NOV NOVOSTAR 6sT,11/23/2016,1/10/2017,9/9/9999,60,NOV,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2016,5,Sep-22
797,Floor,Korea,Army,337058,337058-131764,3181,NOVOSTAR 4sT,11/23/2016,1/10/2017,9/9/9999,60,NOV,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2016,5,Sep-22
797,Floor,Korea,Army,337471,337471-2384704,1950,IGT CRYSTAL/DUAL MULTI 701,12/8/2017,3/7/2018,9/9/9999,60,IGT,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2017,4,Sep-22
797,Floor,Korea,Army,337637,337637-B160874473,3234,BAL V22/22 88 FORTUNES,11/9/2016,11/8/2017,9/9/9999,60,BAL,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2016,5,Sep-22
797,Floor,Korea,Army,336599,336599-658764,3158,NOV PREM V+ 5sT,4/28/2015,5/29/2015,9/9/9999,60,NOV,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2015,7,Sep-22
797,Floor,Korea,Army,337868,337868-XAR672721,1377,AIN/A560 MULTI WIN13 (SAP-MJP),1/11/2017,9/2/2020,9/9/9999,60,AIN,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2017,5,Sep-22
797,Floor,Korea,Army,338306,338306-219100517,9008,M3T ACK,4/8/2021,4/8/2021,9/9/9999,70,M3T,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,ACM/ITC,2021,1,Sep-22
797,Floor,Korea,Army,337473,337473-2384743,1951,IGT CRYSTAL/DUAL MULTI 702,12/8/2017,3/7/2018,9/9/9999,60,IGT,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2017,4,Sep-22
797,Floor,Korea,Army,335828,335828-XAR662448,1375,AIN/A560 MULTI WIN5 (SAP-MJP),3/3/2015,5/29/2015,9/9/9999,60,AIN,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2015,7,Sep-22
797,Floor,Korea,Army,336642,336642-146274,3509,KON CONC SELEXION MULTI 10,5/2/2019,5/30/2019,9/9/9999,60,KON,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2019,3,Sep-22
797,Floor,Korea,Army,335827,335827-B141219217,3210,BAL PRO CURVE QHBG (MLP),3/3/2015,5/29/2015,9/9/9999,60,BAL,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2015,7,Sep-22
797,Floor,Korea,Army,336600,336600-146275,3512,KON CONC SELEXION MULTI 13,5/2/2019,5/30/2019,9/9/9999,60,KON,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2019,3,Sep-22
797,Floor,Korea,Army,335829,335829-XAR662449,1375,AIN/A560 MULTI WIN5 (SAP-MJP),3/3/2015,5/29/2015,9/9/9999,60,AIN,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2015,7,Sep-22
797,Floor,Korea,Army,335830,335830-XAR662450,1373,AIN/A560 MULTI WIN4 (SAP-MJP),3/3/2015,5/29/2015,9/9/9999,60,AIN,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2015,7,Sep-22
797,Floor,Korea,Army,335831,335831-XAR662451,1373,AIN/A560 MULTI WIN4 (SAP-MJP),3/3/2015,5/29/2015,9/9/9999,60,AIN,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2015,7,Sep-22
797,Floor,Korea,Army,336594,336594-658762,3156,NOV PREM V+ 4sT,4/28/2015,5/29/2015,9/9/9999,60,NOV,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2015,7,Sep-22
797,Floor,Korea,Army,336595,336595-658763,3160,NOV PREM V+ 6sT,4/28/2015,5/29/2015,9/9/9999,60,NOV,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2015,7,Sep-22
797,Floor,Korea,Army,336596,336596-658760,3156,NOV PREM V+ 4sT,4/28/2015,5/29/2015,9/9/9999,60,NOV,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2015,7,Sep-22
797,Floor,Korea,Army,336597,336597-658765,3158,NOV PREM V+ 5sT,4/28/2015,5/29/2015,9/9/9999,60,NOV,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2015,7,Sep-22
797,Floor,Korea,Army,336598,336598-658759,3160,NOV PREM V+ 6sT,4/28/2015,5/29/2015,9/9/9999,60,NOV,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2015,7,Sep-22
797,Floor,Korea,Army,335826,335826-B141219216,3210,BAL PRO CURVE QHBG (MLP),3/3/2015,5/29/2015,9/9/9999,60,BAL,IMPACT ZONE (GATEWAY CLUB),23,UIJEONGBU,SLOT,2015,7,Sep-22
798,Floor,Korea,Army,337682,337682-5105405,1866,WMS BLADE MULTI CHEST 3,12/20/2016,3/20/2020,9/9/9999,60,WMS,"WARRIOR'S, CASEY-E",23,UIJEONGBU,SLOT,2016,5,Sep-22
798,Floor,Korea,Army,336592,336592-658632,4023,NOV NOVOSTAR 6ST SLANT M-DENOM,4/28/2015,5/21/2015,9/9/9999,60,NOV,"WARRIOR'S, CASEY-E",23,UIJEONGBU,SLOT,2015,7,Sep-22
798,Floor,Korea,Army,338301,338301-2468665,1966,IGT CRYSTAL D - MULTI SET 003,7/2/2019,1/16/2020,9/9/9999,60,IGT,"WARRIOR'S, CASEY-E",23,UIJEONGBU,SLOT,2019,3,Sep-22
798,Floor,Korea,Army,338407,338407-221121174,9008,M3T ACK,7/2/2022,7/18/2022,9/9/9999,70,M3T,"WARRIOR'S, CASEY-E",23,UIJEONGBU,ACM/ITC,2022,0,Sep-22
798,Floor,Korea,Army,337007,337007-668831,4011,NOV PREM V+ 6ST MULTI-DENOM,8/20/2015,9/12/2015,9/9/9999,60,NOV,"WARRIOR'S, CASEY-E",23,UIJEONGBU,SLOT,2015,7,Sep-22
798,Floor,Korea,Army,337006,337006-668830,4010,NOV PREM V+ 5ST MULTI-DENOM,8/20/2015,9/12/2015,9/9/9999,60,NOV,"WARRIOR'S, CASEY-E",23,UIJEONGBU,SLOT,2015,7,Sep-22
798,Floor,Korea,Army,336805,336805-5077264,1869,WMS BLADE MULTI CHEST 6,2/27/2015,3/20/2020,9/9/9999,60,WMS,"WARRIOR'S, CASEY-E",23,UIJEONGBU,SLOT,2015,7,Sep-22
