Region,FONUM,FOSHORT,Loc,LNAME,Asset,Class,Desc,Type,Acquire,Effective,SerialNum,Month,Years_in_Storage,Age_int,Years_in_Storage_int
Europe,46,VILSECK,1584,VILSECK F. O.,333041,70,ITC Smart Card Dispenser,1018,10/20/2004,8/12/2014,333041-31656,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,333190,60,IGT iGAME AZTEC TEMPLE 243 01,579,11/30/2004,3/3/2020,333190-1406886,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,333212,70,DIEBOLD ACM,9001,10/30/2003,8/12/2014,333212-R10620538751,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,333535,60,IGT iGAME CARNIVAL MYS 243 01,580,9/7/2004,3/3/2020,333535-1385112,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,333814,60,IGT iGAME CARNIVAL MYS 243 01,580,8/26/2004,8/2/2020,333814-1384081,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,333817,60,IGT SOARING WINGS 30L 8C .01,1594,8/26/2004,8/2/2020,333817-1384078,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,333820,60,IGT PRINCESS OF PARADISE,1598,8/26/2004,8/2/2020,333820-1384075,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,333825,60,IGT iGAME CARNIVAL MYS 243 01,580,,,333825-1384070,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,333982,60,NOV CF1+ ULT 10E,3103,,,333982-149259,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,334211,60,IGT iGAME AZTEC TEMPLE 243 01,579,,,334211-1407538,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,334247,60,IGT GAME KING CL IFACE 210,228,,,334247-1406595,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,334355,70,ITC Smart Card Dispenser,1018,,,334355-510433002,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,334602,60,NOV CF1+ ULT 10F,3106,,,334602-175955,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,334717,60,NOV CF1+ ULT 10XA,3112,,,334717-221248,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,335252,60,BAL V20/20 AMERICAN ORIGINAL,1723,,,335252-V051160800,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,335572,60,NOV CF1+ ULT 10G,3109,,,335572-221279,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,335589,60,NOV CF1+ ULT 10H,3116,,,335589-285095,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,335866,60,WMS BBII MULTI GAME CHEST 1,1837,,,335866-W2204499,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,336139,60,WMS BBII MULTI GAME CHEST 1,1837,,,336139-W2228402,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,338215,60,BAL J43 JIN-JI BAO XI R/F MLP,3665,,,338215-5169759,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,338216,60,BAL J43 JIN JI BAO XI E/T MLP,3679,,,338216-5169760,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,338217,60,BAL J43 JIN-JI BAO XI R/F MLP,3665,,,338217-5169761,August 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,338218,60,BAL J43 JIN JI BAO XI E/T MLP,3679,,,338218-5169762,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,130627,740,IBM SUREPOS 4852,2038,,,130627-41C9001,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,130629,740,IBM SUREPOS 4852,2038,,,130629-41D2532,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,333816,60,IGT PRINCESS OF PARADISE,1598,,,333816-1384079,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,334942,70,ITC Smart Card Dispenser,1018,,,334942-490533693,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,334943,70,ITC Smart Card Dispenser,1018,,,334943-490533694,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335022,60,NOV CF1+ ULT 10H,3116,,,335022-196965,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335023,60,NOV CF1+ ULT 10B,3115,,,335023-196966,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335027,60,NOV CF1+ ULT 10G,3109,,,335027-196970,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335031,60,NOV CF1+ ULT 10B,3115,,,335031-196974,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335033,60,NOV CF1+ ULT 10XA,3112,,,335033-196976,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335034,60,NOV CF1+ ULT 10F,3106,,,335034-196977,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335062,70,DIEBOLD ACM,9001,,,335062-R106205-37935,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335066,70,DIEBOLD ACM,9001,,,335066-R106205-38776,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335079,60,IGT GAME KING CL IFACE 210,228,,,335079-1296323,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335091,60,WMS BBII MULTI GAME CHEST 1,1837,,,335091-2228398,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335092,60,WMS BBII M/G CHEST 4,1838,,,335092-2228403,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335093,60,WMS BBII MULTI GAME CHEST 1,1837,,,335093-2228418,August 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335094,60,WMS BBII MULTI GAME CHEST 8,1844,,,335094-2228427,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,130608,740,IBM SUREPOS 4852,2038,,,130608-41D2621,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,332811,60,IGT HOUSE OF THE DEAD 25L 10C,794,,,332811-1191588,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,333862,60,IGT PRINCESS OF PARADISE,1598,,,333862-1384064,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,333870,60,IGT PRINCESS OF PARADISE,1598,,,333870-1384052,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,333941,60,IGT FENG SHUI 10C 25L .01,1283,,,333941-1384428,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,334930,70,ITC Smart Card Dispenser,1018,,,334930-490533652,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,334934,70,ITC Smart Card Dispenser,1018,,,334934-490533639,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335122,60,NOV CF1+ ULT 10XA,3112,,,335122-203704,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335124,60,NOV CF1+ ULT 10G TRUNC 1190,3110,,,335124-203706,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335131,60,NOV CF1+ ULT 10F TRUNC 1190,3107,,,335131-203713,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335133,60,NOV GAMTOR 16 TRUNC 2500,585,,,335133-203714,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335137,60,NOV CF1+ ULT 10F,3106,,,335137-203718,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335139,60,NOV CF1+ ULT 10D,3100,,,335139-206940,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335154,60,BAL A M9 CASHUS MAX 25L10C PEN,678,,,355154-V051160695,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335179,70,DIEBOLD ACM,9001,,,335179-R106205-37931,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335180,70,DIEBOLD ACM,9001,,,335180-R106205-37940,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335185,70,DIEBOLD ACM,9001,,,335185-R106205-38693,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335186,70,DIEBOLD ACM,9001,,,335186-R106205-38319,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335190,60,WMS BBII INVDRS PLANET MOOLAH,1428,,,335190-W2228392,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335192,60,WMS BBII MULTI GAME CHEST 1,1837,,,335192-W2228407,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335193,60,WMS BBII MULTI GAME CHEST 7,1843,,,335193-W2228421,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335194,60,WMS BBII MULTI GAME CHEST 1,1837,,,335194-W2228422,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335195,60,WMS BBII MULTI GAME CHEST 8,1844,,,335195-W2228429,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335196,60,WMS BBII MULTI GAME CHEST 4,1838,,,335196-W2228434,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335198,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,335198-455986,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335664,60,NOV CF1+ ULT 10B,3115,,,335664-221270,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335907,60,WMS BBII MULTI GAME CHEST 3,1840,,,335907-W2228412,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,335910,60,WMS BBII MULTI GAME CHEST 2,1839,,,335910-W2228400,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,336289,60,BAL PRO CURVE QHBG (MLP),3210,,,336289-B150734286,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,336290,60,BAL V22/22 AMERICAN ORIGINAL,3229,,,336290-B150734287,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,336292,60,NOV NOVOSTAR 1ST MULTI-DENOM,4014,,,336292-134229,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,336296,60,NOV NOVOSTAR 6ST MULTI-DENOM,4018,,,336296-238890,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,337292,60,BAL PRO CURVE QHBG (MLP),3210,,,337292-B170503013,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,337293,60,BAL PRO CURVE QHTB7'S (MLP),3211,,,337293-B170503014,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,337803,60,NOV PREM V+ 5ST MULTI-DENOM,4010,,,337803-455994,August 2020,0,,0
Europe,42,NAPLES,2557,NAPLES F.O.,337807,70,ITC Smart Card Dispenser,1018,,,337807-C351530849,August 2020,0,,0
Europe,43,ROTA,2558,ROTA F.O.,130587,740,IBM SUREPOS 4852,2038,,,130587-41D2555,August 2020,0,,0
Europe,43,ROTA,2558,ROTA F.O.,333189,60,IGT WOLF RUN 40L 6C .01,1294,,,333189-1405692,August 2020,0,,0
Europe,43,ROTA,2558,ROTA F.O.,333196,60,IGT iGAME AZTEC TEMPLE 243 01,579,,,333196-1405681,August 2020,0,,0
Europe,43,ROTA,2558,ROTA F.O.,333819,60,IGT iGAME CARNIVAL MYS 243 01,580,,,333819-1384076,August 2020,0,,0
Europe,43,ROTA,2558,ROTA F.O.,333935,60,IGT GKING SLANTTOP MDENOM CL,593,,,333935-1384361,August 2020,0,,0
Europe,43,ROTA,2558,ROTA F.O.,333980,60,IGT iGAME COYOTE MOON 40L5C 01,683,,,333980-1405693,August 2020,0,,0
Europe,43,ROTA,2558,ROTA F.O.,334109,60,IGT iGAME CARNIVAL MYS 243 01,580,,,334109-1405695,August 2020,0,,0
Europe,43,ROTA,2558,ROTA F.O.,334234,60,IGT iGAME AZTEC TEMPLE 243 01,579,,,334234-1406851,August 2020,0,,0
Europe,43,ROTA,2558,ROTA F.O.,334235,60,IGT iGAME CARNIVAL MYS 243 01,580,,,334235-1406869,August 2020,0,,0
Europe,43,ROTA,2558,ROTA F.O.,334954,70,ITC Smart Card Dispenser,1018,,,334954-490533677,August 2020,0,,0
Europe,43,ROTA,2558,ROTA F.O.,335265,70,DIEBOLD ACM,9001,,,335265-R106205-38270,August 2020,0,,0
Europe,43,ROTA,2558,ROTA F.O.,335280,60,NOV PREM V+ 4ST MULTI-DENOM,4009,,,335280-455996,August 2020,0,,0
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,130614,740,IBM SUREPOS 4852,2038,,,130614-41D2784,August 2020,0,,0
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,333224,70,DIEBOLD ACM,9001,,,333224-R10620537554,August 2020,0,,0
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,334351,70,ITC Smart Card Dispenser,1018,,,334351-510433041,August 2020,0,,0
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,334365,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,334365-345234,August 2020,0,,0
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,335500,70,ITC Smart Card Dispenser,1018,,,335500-C351530853,August 2020,0,,0
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,336112,60,NOV PREM V+ 1ST MULTI-DENOM,4007,,,336112-345269,August 2020,0,,0
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,337027,60,WMS BLADE MULTI CHEST 2,1856,,,337027-5091355,August 2020,0,,0
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,337551,60,BAL PRO CURVE QHTB7'S (MLP),3211,,,337551-B170502973,August 2020,0,,0
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,130612,740,IBM SUREPOS 4852,2038,,,130612-41C8027,August 2020,0,,0
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,130615,740,IBM SUREPOS 4852,2038,,,130615-41C8496,August 2020,0,,0
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,333040,70,ITC Smart Card Dispenser,1018,,,333040-26951,August 2020,0,,0
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,333420,70,ITC Smart Card Dispenser,1018,,,333420-23705,August 2020,0,,0
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,334594,70,DIEBOLD ACM,9001,,,334594-R10620538795,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,126854,740,IBM SUREPOS 4852,2038,,,126854-41D3955,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,334799,60,NOV PREM V+ 1ST MULTI-DENOM,4007,,,334799-346859,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,334800,60,NOV PREM V+ 1ST MULTI-DENOM,4007,,,334800-346836,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,335392,60,NOV PREM V+ 1ST MULTI-DENOM,4007,,,335392-346875,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,335408,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,335408-403641,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,335782,60,NOV PREM V+ 5ST MULTI-DENOM,4010,,,335782-346804,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,335837,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,335837-346853,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,335847,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,335847-346848,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,335850,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,335850-346838,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336202,60,NOV PREM V+ 1ST MULTI-DENOM,4007,,,336202-346866,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336329,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,336329-403640,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336390,60,NOV PREM V+ 5ST MULTI-DENOM,4010,,,336390-447005,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336781,66,BAL PRO32 LUCKY TREE,1772,,,336781-B130277973,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336785,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,,,336785-XAR666045,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336786,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,,,336786-XAR666048,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336787,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,,,336787-XAR666043,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336788,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,,,336788-XAR666047,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336789,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,,,336789-XAR666044,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336790,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,,,336790-XAR666049,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336791,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,,,336791-XAR666046,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336792,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,,,336792-XAR666050,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336793,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,,,336793-XAR666055,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336794,60,AIN/A560 MULTI WIN5 (SAP-MJP),1375,,,336794-XAR666052,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336795,60,AIN/A560 MULTI WIN5 (SAP-MJP),1375,,,336795-XAR666054,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336796,60,AIN/A560 MULTI WIN5 (SAP-MJP),1375,,,336796-XAR666053,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336797,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,,,336797-XAR666051,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,338047,60,BAL WAVE DRAGON SPIN,3710,,,338047-B180859356,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,338048,60,BAL WAVE DRAGON SPIN,3710,,,338048-B170189425,August 2020,0,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,338049,60,BAL WAVE DRAGON SPIN,3710,,,338049-B180339406,August 2020,0,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,116225,740,IBM SUREPOS 4852,2038,,,116225-41D3379,August 2020,0,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,117482,740,IBM SUREPOS 4852,2038,,,117482-41D2471,August 2020,0,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,332953,70,DIEBOLD ACM,9001,,,332953-R10620538898,August 2020,0,,0
Europe,16,,2984,VILLAGE GRILL,338069,60,BAL J43 JIN-JI BAO XI R/F MLP,3665,,,338069-5169835,August 2020,0,,0
Europe,16,,2984,VILLAGE GRILL,338070,60,BAL J43 JIN-JI BAO XI R/F MLP,3665,,,338070-5165836,August 2020,0,,0
Europe,49,EDO LAB,3029,EDO TECH CENTER,333207,70,DIEBOLD ACM,9001,,,333207-R10620538700,August 2020,0,,0
Europe,49,EDO LAB,3029,EDO TECH CENTER,334403,70,e-Cash ACM,9006,,,334403-7070892,August 2020,0,,0
Europe,49,EDO LAB,3029,EDO TECH CENTER,335389,70,DIEBOLD ACM,9001,,,333589-R106205-38074,August 2020,0,,0
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,132984,740,IBM SUREPOS 4852,2038,,,132984-41D3347,August 2020,0,,0
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,332007,60,IGT iGAME AZTEC TEMPLE 243 01,579,,,332007-1046305,August 2020,0,,0
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,333333,60,IGT iGAME CARNIVAL MYS 243 01,580,,,333333-1190767,August 2020,0,,0
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,334214,60,IGT iGAME AZTEC TEMPLE 243 01,579,,,334214-1406895,August 2020,0,,0
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,334218,60,NOV CF1+ ULT 10H,3116,,,334218-149278,August 2020,0,,0
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,334238,60,IGT iGAME CARNIVAL MYS 243 01,580,,,334238-1406896,August 2020,0,,0
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,334266,60,NOV CF1+ ULT 10E,3103,,,334266-175959,August 2020,0,,0
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,334909,70,ITC Smart Card Dispenser,1018,,,334909-490533687,August 2020,0,,0
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,334959,70,DIEBOLD ACM,9001,,,334959-R106205-38896,August 2020,0,,0
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,335834,60,NOV PREM V+ 5sT,3158,,,335834-346860,August 2020,0,,0
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,335846,60,NOV PREM V+ 3sT,3154,,,335846-346851,August 2020,0,,0
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,336151,60,NOV PREM V+ 6sT,3160,,,336151-346807,August 2020,0,,0
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,336365,60,NOV PREM V+ 6sT,3160,,,336365-454028,August 2020,0,,0
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,336630,60,NOV PREM V+ 5sT,3158,,,336630-643016,August 2020,0,,0
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,336634,60,NOV PREM V+ 6sT,3160,,,336634-643020,August 2020,0,,0
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,337635,60,NOV NOVOSTAR 5ST MULTI-DENOM,4017,,,337635-146666,August 2020,0,,0
Europe,31,ANSBACH,3141,ANSBACH F.O.,130588,740,IBM SUREPOS 4852,2038,,,130588-41D2459,August 2020,0,,0
Korea,17,SINGAPORE,3161,SINGAPORE F.O.,130639,740,IBM SUREPOS 4852,2038,,,130639-41C8847,August 2020,0,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,130582,740,IBM SUREPOS 4852,2038,10/15/2010,6/14/2013,130582-41C8993,September 2020,0,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,130620,740,IBM SUREPOS 4852,2038,10/15/2010,9/19/2014,130620-41D3295,September 2020,0,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,131727,740,IBM SUREPOS 4852,2038,10/15/2010,9/6/2013,131727-41D3169,September 2020,0,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333419,70,ITC Smart Card Dispenser,1018,10/28/2003,10/11/2019,333419-23737,September 2020,0,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,334108,70,ITC Smart Card Dispenser,1018,1/2/2005,10/11/2019,334108-390431657,September 2020,0,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,334117,60,IGT GAME KING CL IFACE 210,228,1/13/2005,1/4/2020,334117-1406859,September 2020,0,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,334843,60,NOV PREM V+ 4ST MULTI-DENOM,4009,10/16/2008,9/17/2020,334843-345222,September 2020,0,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,335208,60,NOV CF1+ ULT 10E,3103,1/10/2006,8/2/2018,335208-202819,September 2020,0,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,335470,70,DIEBOLD ACM,9001,8/24/2006,3/13/2007,335470-R106205-38698,September 2020,0,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,335944,60,NOV NOVOSTAR 6ST MULTI-DENOM,4018,9/14/2016,9/16/2020,335944-131658,September 2020,0,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,335974,60,WMS BLADE MULTI CHEST 6,1869,10/8/2014,9/24/2020,335974-5070474,September 2020,0,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,336021,60,WMS BBII MULTI GAME CHEST 1,1837,10/16/2008,9/24/2020,336021-W2204509,September 2020,0,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,336023,60,NOV PREM V+ 6ST MULTI-DENOM,4011,10/16/2008,9/17/2020,336023-345221,September 2020,0,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,336024,60,NOV PREM V+ 1ST MULTI-DENOM,4007,10/16/2008,9/17/2020,336024-345227,September 2020,0,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,337192,60,WMS BLADE MULTI CHEST 6,1869,11/15/2016,9/24/2020,337192-5102871,September 2020,0,,0
Europe,4,VICENZA,333,VICENZA F. O.,333159,70,DIEBOLD ACM,9001,10/30/2003,10/30/2003,333159-R106205-38192,September 2020,0,,0
Europe,4,VICENZA,333,VICENZA F. O.,333167,70,ITC Smart Card Dispenser,1018,8/31/2004,4/22/2016,333167-26962,September 2020,0,,0
Europe,4,VICENZA,333,VICENZA F. O.,333503,60,IGT iGAME CARNIVAL MYS 243 01,580,9/7/2004,9/5/2019,333503-1384084,September 2020,0,,0
Europe,4,VICENZA,333,VICENZA F. O.,333504,60,IGT LION DANCE 40L 6C .01,1281,9/7/2004,3/2/2017,333504-1384085,September 2020,0,,0
Europe,4,VICENZA,333,VICENZA F. O.,333506,60,IGT GAME KING CL IFACE 200,295,9/7/2004,9/5/2019,333506-1384087,September 2020,0,,0
Europe,4,VICENZA,333,VICENZA F. O.,333508,60,IGT NEFERTITI 25L 10C .01,841,9/7/2004,2/15/2018,333508-1385085,September 2020,0,,0
Europe,4,VICENZA,333,VICENZA F. O.,333511,60,IGT CATS 30L 8C .01,1590,9/7/2004,12/8/2017,333511-1385088,September 2020,0,,0
Europe,4,VICENZA,333,VICENZA F. O.,333512,60,IGT iGAME AZTEC TEMPLE 243 01,579,9/7/2004,9/5/2019,333512-1385089,September 2020,0,,0
Europe,4,VICENZA,333,VICENZA F. O.,333513,60,IGT CLEOPATRA II 20L 10C .01,1280,9/7/2004,4/17/2019,333513-1385090,September 2020,0,,0
