Service,Category,Region,Base,Location,Month,Year,Amount,Base_lat,Base_lon
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,November,2020,45401,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,December,2020,41565,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,January,2021,6325,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,February,2021,7238,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,March,2021,66473,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,April,2021,24825,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,May,2021,32039,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,June,2021,45757,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,July,2021,35021,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,August,2021,53748,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,September,2021,31889,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,October,2020,0,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,November,2020,85,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,December,2020,82,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,January,2021,0,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,February,2021,1123,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,March,2021,824,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,April,2021,0,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,May,2021,0,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,June,2021,1198,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,July,2021,2069,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,August,2021,0,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,September,2021,2736,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,October,2020,46237,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,November,2020,48738,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,December,2020,24521,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,January,2021,9678,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,February,2021,31764,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,March,2021,40010,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,April,2021,34830,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,May,2021,35942,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,June,2021,35775,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,July,2021,32220,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,August,2021,49402,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,September,2021,26683,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,October,2020,6527,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,November,2020,4074,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,December,2020,9907,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,January,2021,14616,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,February,2021,1440,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,March,2021,4318,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,April,2021,5672,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,May,2021,6060,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,June,2021,8714,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,July,2021,13224,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,August,2021,10844,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,September,2021,3261,26.608174,128.149338
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,October,2020,36636,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,November,2020,24893,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,December,2020,21209,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,January,2021,34886,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,February,2021,7100,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,March,2021,16776,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,April,2021,12911,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,May,2021,34416,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,June,2021,12536,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,July,2021,31061,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,August,2021,20068,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,September,2021,34074,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,October,2020,0,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,November,2020,1496,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,December,2020,634,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,January,2021,1835,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,February,2021,422,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,March,2021,35,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,April,2021,2002,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,May,2021,0,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,June,2021,0,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,July,2021,2466,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,August,2021,6250,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,September,2021,12805,26.212401,127.68093
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,October,2020,44154,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,November,2020,53243,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,December,2020,58254,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,January,2021,65061,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,February,2021,49532,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,March,2021,69514,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,April,2021,71700,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,May,2021,80231,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,June,2021,107665,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,July,2021,54492,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,August,2021,59521,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,September,2021,74748,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,October,2020,16335,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,November,2020,31520,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,December,2020,27568,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,January,2021,20877,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,February,2021,21414,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,March,2021,20451,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,April,2021,31020,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,May,2021,19993,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,June,2021,22984,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,July,2021,21214,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,August,2021,14336,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,September,2021,32987,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,October,2020,41427,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,November,2020,91423,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,December,2020,112550,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,January,2021,54140,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,February,2021,46932,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,March,2021,124888,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,April,2021,97814,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,May,2021,85483,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,June,2021,91969,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,July,2021,46719,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,August,2021,48154,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,September,2021,91311,33.179915,129.71511
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,October,2020,0,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,November,2020,0,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,December,2020,1744,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,January,2021,0,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,February,2021,4824,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,March,2021,5523,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,April,2021,3355,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,May,2021,5512,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,June,2021,38211,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,July,2021,41742,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,August,2021,7282,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,September,2021,74834,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,October,2020,7959,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,November,2020,54394,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,December,2020,86431,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,January,2021,7657,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,February,2021,40159,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,March,2021,65727,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,April,2021,174230,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,May,2021,70402,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,June,2021,370,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,July,2021,49128,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,August,2021,107651,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,September,2021,131847,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,October,2020,29707,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,November,2020,21830,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,December,2020,22352,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,January,2021,8322,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,February,2021,24547,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,March,2021,28929,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,April,2021,24296,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,May,2021,13098,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,June,2021,20768,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,July,2021,13742,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,August,2021,27874,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,September,2021,36708,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,October,2020,1783,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,November,2020,2607,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,December,2020,13606,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,January,2021,4725,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,February,2021,2646,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,March,2021,1417,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,April,2021,12288,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,May,2021,10369,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,June,2021,7328,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,July,2021,4552,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,August,2021,13729,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,September,2021,7435,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,October,2020,0,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,November,2020,0,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,December,2020,6256,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,January,2021,0,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,February,2021,18220,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,March,2021,7823,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,April,2021,25516,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,May,2021,28088,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,June,2021,32222,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,July,2021,34330,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,August,2021,16364,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,September,2021,12554,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,October,2020,207279,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,November,2020,178797,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,December,2020,197593,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,January,2021,66036,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,February,2021,119910,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,March,2021,276760,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,April,2021,178736,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,May,2021,170591,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,June,2021,170527,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,July,2021,143463,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,August,2021,141153,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,September,2021,104206,35.281341,139.6722
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,October,2020,0,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,November,2020,0,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,December,2020,0,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,January,2021,0,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,February,2021,0,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,March,2021,9131,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,April,2021,16492,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,May,2021,46913,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,June,2021,70892,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,July,2021,63107,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,August,2021,40184,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,September,2021,47162,35.64719,139.72482
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,October,2020,19625,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,November,2020,11852,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,December,2020,0,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,January,2021,3669,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,February,2021,14056,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,March,2021,20509,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,April,2021,24324,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,May,2021,22815,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,June,2021,22306,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,July,2021,10287,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,August,2021,11131,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,September,2021,25438,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,October,2020,116424,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,November,2020,101378,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,December,2020,113034,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,January,2021,76136,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,February,2021,73387,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,March,2021,108053,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,April,2021,120867,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,May,2021,50673,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,June,2021,58372,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,July,2021,70995,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,August,2021,35717,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,September,2021,81963,35.443082,139.36249
Army,Revenue,Korea,Camp Humphreys,Cave,October,2021,233036,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Cave,November,2021,192898,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Cave,December,2021,288234,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Cave,January,2022,97308,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Cave,February,2022,260018,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Cave,March,2022,312506,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Cave,April,2022,154216,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Cave,May,2022,221868,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Cave,June,2022,349839,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Cave,July,2022,195584,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Cave,August,2022,190291,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Cave,September,2022,273571,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Flighline Tap Room,October,2021,32661,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Flighline Tap Room,November,2021,23409,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Flighline Tap Room,December,2021,66037,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Flighline Tap Room,January,2022,47556,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Flighline Tap Room,February,2022,0,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Flighline Tap Room,March,2022,6894,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Flighline Tap Room,April,2022,53033,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Flighline Tap Room,May,2022,42751,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Flighline Tap Room,June,2022,35720,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Flighline Tap Room,July,2022,50110,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Flighline Tap Room,August,2022,36299,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Flighline Tap Room,September,2022,21584,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Morning Calm,October,2021,677177,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Morning Calm,November,2021,683105,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Morning Calm,December,2021,465749,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Morning Calm,January,2022,450717,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Morning Calm,February,2022,612136,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Morning Calm,March,2022,728398,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Morning Calm,April,2022,847972,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Morning Calm,May,2022,795601,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Morning Calm,June,2022,447122,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Morning Calm,July,2022,505314,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Morning Calm,August,2022,774268,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Morning Calm,September,2022,833652,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Humphreys B/C,October,2021,30658,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Humphreys B/C,November,2021,31317,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Humphreys B/C,December,2021,25003,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Humphreys B/C,January,2022,9283,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Humphreys B/C,February,2022,18853,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Humphreys B/C,March,2022,54000,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Humphreys B/C,April,2022,34639,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Humphreys B/C,May,2022,22468,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Humphreys B/C,June,2022,24649,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Humphreys B/C,July,2022,6772,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Humphreys B/C,August,2022,45947,36.96683,127.01315
Army,Revenue,Korea,Camp Humphreys,Humphreys B/C,September,2022,20431,36.96683,127.01315
Army,Revenue,Korea,Seoul,K-16 Community Club,October,2021,17423,37.566535,126.97797
Army,Revenue,Korea,Seoul,K-16 Community Club,November,2021,6481,37.566535,126.97797
Army,Revenue,Korea,Seoul,K-16 Community Club,December,2021,2379,37.566535,126.97797
