Installation,Loc#,Location,Month,Revenue,NAFI Amount,Annual Revenue,Annual NAFI,Status
Sigonella,2595,Sigonella Bowl 201401,12-Mar,38016.02,25636.05,,,
Sigonella,2595,Sigonella Bowl 201401,12-Apr,22329.67,15261.7,,,
Sigonella,2595,Sigonella Bowl 201401,12-May,32071.96,22565.6,,,
Sigonella,2595,Sigonella Bowl 201401,12-Jun,40313.06,27891.3,,,
Sigonella,2595,Sigonella Bowl 201401,12-Jul,45332.37,33134.5,,,
Sigonella,2595,Sigonella Bowl 201401,12-Aug,29131.67,19194,,,
Sigonella,2595,Sigonella Bowl 201401,12-Sep,40326.54,27384.95,400169.34,279960.2,
Sigonella,2595,Sigonella Bowl 201401,12-Oct,25632.65,18358.85,,,
Sigonella,2595,Sigonella Bowl 201401,12-Nov,22462.88,16708.95,,,
Sigonella,2595,Sigonella Bowl 201401,12-Dec,23572.94,16363.45,,,
Sigonella,2595,Sigonella Bowl 201401,13-Jan,27656.74,18772.8,,,
Sigonella,2595,Sigonella Bowl 201401,13-Feb,38603.54,27584.4,,,
Sigonella,2595,Sigonella Bowl 201401,13-Mar,34502.76,26491.8,,,
Sigonella,2595,Sigonella Bowl 201401,13-Apr,19225.05,11185.7,,,
Sigonella,2595,Sigonella Bowl 201401,13-May,41666.5,28753,,,
Sigonella,2595,Sigonella Bowl 201401,13-Jun,32805.95,22964.15,,,
Sigonella,2595,Sigonella Bowl 201401,13-Jul,24894.42,16734.7,,,
Sigonella,2595,Sigonella Bowl 201401,13-Aug,22509.89,15589,,,
Sigonella,2595,Sigonella Bowl 201401,13-Sep,28171.54,20271.45,341704.86,239778.25,
Sigonella,2595,Sigonella Bowl 201401,13-Oct,34251.35,24007.2,,,
Sigonella,2595,Sigonella Bowl 201401,13-Nov,50797,35557.95,,,
Sigonella,2595,Sigonella Bowl 201401,13-Dec,43414,29511.45,,,
Sigonella,2595,Sigonella Bowl 201401,14-Jan,35817.23,24082.35,,,
Sigonella,2595,Sigonella Bowl 201401,14-Feb,29102.05,20371.45,,,
Sigonella,2595,Sigonella Bowl 201401,14-Mar,37752.55,26426.8,,,
Sigonella,2595,Sigonella Bowl 201401,14-Apr,8899.9,12251.35,,,
Sigonella,2595,Sigonella Bowl 201401,14-May,51595.55,30095.55,,,
Sigonella,2595,Sigonella Bowl 201401,14-Jun,28504.5,19953.2,,,
Sigonella,2595,Sigonella Bowl 201401,14-Jul,34594.75,24216.35,,,
Sigonella,2595,Sigonella Bowl 201401,14-Aug,30062.1,22219.8,,,
Sigonella,2595,Sigonella Bowl 201401,14-Sep,41596.95,27941.5,426387.93,296634.95,
Sigonella,2595,Sigonella Bowl 201401,14-Oct,33851.5,23696.05,,,
Sigonella,2595,Sigonella Bowl 201401,14-Nov,39439.95,27607.95,,,
Sigonella,2595,Sigonella Bowl 201401,14-Dec,42594.7,29816.3,,,
Sigonella,2595,Sigonella Bowl 201401,15-Jan,49193.25,35922.75,,,
Sigonella,2595,Sigonella Bowl 201401,15-Feb,45023.9,30029.25,,,
Sigonella,2595,Sigonella Bowl 201401,15-Mar,33383.9,23368.7,,,
Sigonella,2595,Sigonella Bowl 201401,15-Apr,38646.05,27052.25,,,
Sigonella,2595,Sigonella Bowl 201401,15-May,24428.4,17099.9,,,
Sigonella,2595,Sigonella Bowl 201401,15-Jun,35083.7,24558.6,,,
Sigonella,2595,Sigonella Bowl 201401,15-Jul,23226.7,16258.7,,,
Sigonella,2595,Sigonella Bowl 201401,15-Aug,37434.95,26204.45,,,
Sigonella,2595,Sigonella Bowl 201401,15-Sep,28320.4,19824.3,430627.4,301439.2,
Sigonella,2595,Sigonella Bowl 201401,15-Oct,32344,22640.8,,,
Sigonella,2595,Sigonella Bowl 201401,15-Nov,17895.05,12526.55,,,
Sigonella,2595,Sigonella Bowl 201401,15-Dec,23070.5,16149.3,,,
Sigonella,2595,Sigonella Bowl 201401,16-Jan,18972.55,13280.8,,,
Sigonella,2595,Sigonella Bowl 201401,16-Feb,16894.95,11826.45,,,
Sigonella,2595,Sigonella Bowl 201401,16-Mar,26675.3,18672.7,,,
Sigonella,2595,Sigonella Bowl 201401,16-Apr,17538,12276.6,,,
Sigonella,2595,Sigonella Bowl 201401,16-May,13188.4,9231.85,,,
Sigonella,2595,Sigonella Bowl 201401,16-Jun,28790.55,20153.4,,,
Sigonella,2595,Sigonella Bowl 201401,16-Jul,12564.75,8795.35,,,
Sigonella,2595,Sigonella Bowl 201401,16-Aug,21758.35,15230.85,,,
Sigonella,2595,Sigonella Bowl 201401,16-Sep,12197.75,8538.45,241890.15,169323.1,
Sigonella,2595,Sigonella Bowl 201401,16-Oct,27543.75,19280.6,,,
Sigonella,2595,Sigonella Bowl 201401,16-Nov,18785,13149.5,,,
Sigonella,2595,Sigonella Bowl 201401,16-Dec,27588.1,19311.65,,,
Sigonella,2595,Sigonella Bowl 201401,17-Jan,5490.2,3843.15,,,
Sigonella,2595,Sigonella Bowl 201401,17-Feb,11493.6,8045.5,,,
Sigonella,2595,Sigonella Bowl 201401,17-Mar,24128.25,16889.8,,,
Sigonella,2595,Sigonella Bowl 201401,17-Apr,444.4,311.1,,,
Sigonella,2595,Sigonella Bowl 201401,17-May,35874.15,25111.95,,,
Sigonella,2595,Sigonella Bowl 201401,17-Jun,28001.5,19601.05,,,
Sigonella,2595,Sigonella Bowl 201401,17-Jul,22630.9,15841.65,,,
Sigonella,2595,Sigonella Bowl 201401,17-Aug,19862.45,13903.7,,,
Sigonella,2595,Sigonella Bowl 201401,17-Sep,33473.4,23431.4,255315.7,178721.05,
Sigonella,2595,Sigonella Bowl 201401,17-Oct,41531.25,29071.9,,,
Sigonella,2595,Sigonella Bowl 201401,17-Nov,22114.4,15480.15,,,
Sigonella,2595,Sigonella Bowl 201401,17-Dec,30991.5,21694.1,,,
Sigonella,2595,Sigonella Bowl 201401,18-Jan,67598.5,47318.95,,,
Sigonella,2595,Sigonella Bowl 201401,18-Feb,35107.95,24575.55,,,
Sigonella,2595,Sigonella Bowl 201401,18-Mar,23906.4,16734.5,,,
Sigonella,2595,Sigonella Bowl 201401,18-Apr,34572.05,24200.4,,,
Sigonella,2595,Sigonella Bowl 201401,18-May,37597.4,26137.6,,,
Sigonella,2595,Sigonella Bowl 201401,18-Jun,24773.6,17341.5,,,
Sigonella,2595,Sigonella Bowl 201401,18-Jul,20397.9,14278.55,,,
Sigonella,2595,Sigonella Bowl 201401,18-Aug,40649.7,28454.8,,,
Sigonella,2595,Sigonella Bowl 201401,18-Sep,20522.2,15301.8,399762.85,280589.8,
Sigonella,2595,Sigonella Bowl 201401,18-Oct,46390.8,31537.35,,,
Sigonella,2595,Sigonella Bowl 201401,18-Nov,24098.25,16868.8,,,
Sigonella,2595,Sigonella Bowl 201401,18-Dec,22709.05,15896.35,,,
Sigonella,2595,Sigonella Bowl 201401,19-Jan,27509.9,20436.85,,,
Sigonella,2595,Sigonella Bowl 201401,19-Feb,44036.25,30610.05,,,
Sigonella,2595,Sigonella Bowl 201401,19-Mar,6574.05,15630.55,,,
Sigonella,2595,Sigonella Bowl 201401,19-Apr,47077.8,32954.45,,,
Sigonella,2595,Sigonella Bowl 201401,19-May,21491.8,15044.25,,,
Sigonella,2595,Sigonella Bowl 201401,19-Jun,40395.1,16283.25,,,
Sigonella,2595,Sigonella Bowl 201401,19-Jul,33433.95,23403.75,,,
Sigonella,2595,Sigonella Bowl 201401,19-Aug,26354.55,19475.8,,,
Sigonella,2595,Sigonella Bowl 201401,19-Sep,26034.95,22464.7,366106.45,260606.15,
Sigonella,2595,Sigonella Bowl 201401,19-Oct,31094.8,16498.55,,,
Sigonella,2595,Sigonella Bowl 201401,19-Nov,34137,23895.9,,,
Sigonella,2595,Sigonella Bowl 201401,19-Dec,42262.6,29583.8,,,
Sigonella,2595,Sigonella Bowl 201401,20-Jan,37046.7,28558.75,,,
Sigonella,2595,Sigonella Bowl 201401,20-Feb,45978.55,31144.1,,,
Sigonella,2595,Sigonella Bowl 201401,20-Mar,25457.75,16235.25,,,
Sigonella,2595,Sigonella Bowl 201401,20-Apr,,,,,
Sigonella,2595,Sigonella Bowl 201401,20-May,,,,,
Sigonella,2595,Sigonella Bowl 201401,20-Jun,,,,,
Sigonella,2595,Sigonella Bowl 201401,20-Jul,3043.65,6028.8,,,
Sigonella,2595,Sigonella Bowl 201401,20-Aug,48439.35,30009.3,,,
Sigonella,2595,Sigonella Bowl 201401,20-Sep,22182.45,16503.55,289642.85,198458,
Sigonella,2595,Sigonella Bowl 201401,20-Oct,25333.6,20327.65,,,
Sigonella,2595,Sigonella Bowl 201401,20-Nov,16434.5,7934.15,,,
Sigonella,2595,Sigonella Bowl 201401,20-Dec,39610.25,27727.15,,,
Sigonella,2595,Sigonella Bowl 201401,21-Jan,30369.45,21258.6,,,
Sigonella,2595,Sigonella Bowl 201401,21-Feb,24667.2,17267.05,,,
Sigonella,2595,Sigonella Bowl 201401,21-Mar,30242.55,21169.8,,,
Sigonella,2595,Sigonella Bowl 201401,21-Apr,16594.65,18397.35,,,
Sigonella,2595,Sigonella Bowl 201401,21-May,27737.3,16310.6,,,
Sigonella,2595,Sigonella Bowl 201401,21-Jun,58220.3,37078.6,,,
Sigonella,2595,Sigonella Bowl 201401,21-Jul,52278.9,36595.2,,,
Sigonella,2595,Sigonella Bowl 201401,21-Aug,38668.05,27067.65,,,
Sigonella,2595,Sigonella Bowl 201401,21-Sep,39395.3,27576.7,399552.05,278710.5,
Sigonella,2595,Sigonella Bowl 201401,21-Oct,9884.5,10530.8,,,
Sigonella,2595,Sigonella Bowl 201401,21-Nov,33489.5,19831,,,
Sigonella,2595,Sigonella Bowl 201401,21-Dec,17590.9,16974.25,,,
Sigonella,2595,Sigonella Bowl 201401,22-Jan,47742,32554.55,,,
Sigonella,2595,Sigonella Bowl 201401,22-Feb,76992.4,56567.4,,,
Sigonella,2595,Sigonella Bowl 201401,22-Mar,71913.25,43870.85,,,
Sigonella,2595,Sigonella Bowl 201401,22-Apr,52540,36778.05,,,
Sigonella,2595,Sigonella Bowl 201401,22-May,17767.05,34112.65,,,
Sigonella,2595,Sigonella Bowl 201401,22-Jun,38587.5,9274.45,,,
Sigonella,2595,Sigonella Bowl 201401,22-Jul,76455.95,52157.65,,,
Sigonella,2595,Sigonella Bowl 201401,22-Aug,51972.65,33803.5,,,
Sigonella,2595,Sigonella Bowl 201401,22-Sep,57961.65,40573.15,552897.35,387028.3,
Sigonella,2595,Sigonella Bowl 201401,22-Oct,17632.15,47513.35,,,
Sigonella,2595,Sigonella Bowl 201401,22-Nov,60974.45,7511.3,,,
Sigonella,2595,Sigonella Bowl 201401,22-Dec,21065.2,26192.25,,,
Sigonella,2595,Sigonella Bowl 201401,23-Jan,101111.25,59331.3,,,
Sigonella,2595,Sigonella Bowl 201401,23-Feb,60491.9,42344.3,,,
Sigonella,2595,Sigonella Bowl 201401,23-Mar,106765.9,74736.15,,,
Sigonella,2595,Sigonella Bowl 201401,23-Apr,57359.1,40151.4,,,
Sigonella,2595,Sigonella Bowl 201401,23-May,47532.9,33273,,,
Sigonella,2595,Sigonella Bowl 201401,23-Jun,27448.6,34926.4,,,
Sigonella,2595,Sigonella Bowl 201401,23-Jul,67302,31399.05,,,
Sigonella,2595,Sigonella Bowl 201401,23-Aug,63829.2,48843.2,,,
Sigonella,2595,Sigonella Bowl 201401,23-Sep,29770.7,27666.1,661283.35,473887.8,
Sigonella,2595,Sigonella Bowl 201401,23-Oct,88666.95,52617.6,,,
Sigonella,2595,Sigonella Bowl 201401,23-Nov,23873.7,27145.85,,,
Sigonella,2595,Sigonella Bowl 201401,23-Dec,57782.45,33593.2,,,
Sigonella,2595,Sigonella Bowl 201401,24-Jan,45022.3,31943.1,,,
Sigonella,2595,Sigonella Bowl 201401,24-Feb,53772.5,37670.4,,,
Sigonella,2595,Sigonella Bowl 201401,24-Mar,51381.59,58938.55,,,
Sigonella,2595,Sigonella Bowl 201401,24-Apr,70613.25,42926.25,,,
Sigonella,2595,Sigonella Bowl 201401,24-May,,,,,
Sigonella,2595,Sigonella Bowl 201401,24-Jun,,,,,
Sigonella,2595,Sigonella Bowl 201401,24-Jul,,,,,
Sigonella,2595,Sigonella Bowl 201401,24-Aug,,,,,
Sigonella,2595,Sigonella Bowl 201401,24-Sep,,,391112.74,284834.95,
Sigonella,2596,Midtown Pub,8-Oct,16841.55,11789.1,,,
Sigonella,2596,Midtown Pub,8-Nov,26412.8,18489,,,
Sigonella,2596,Midtown Pub,8-Dec,17788.75,12452.15,,,
Sigonella,2596,Midtown Pub,9-Jan,1075,752.5,,,
Sigonella,2596,Midtown Pub,9-Feb,452,316.4,,,
Sigonella,2596,Midtown Pub,9-Mar,307,214.9,,,
Sigonella,2596,Midtown Pub,9-Apr,,,,,
Sigonella,2596,Midtown Pub,9-May,,,,,
Sigonella,2596,Midtown Pub,9-Jun,11236.6,7865.65,,,
Sigonella,2596,Midtown Pub,9-Jul,18174.25,12722,,,
Sigonella,2596,Midtown Pub,9-Aug,13901.2,9730.85,,,
Sigonella,2596,Midtown Pub,9-Sep,8473.5,5931.45,114662.65,80264,
Sigonella,2596,Midtown Pub,9-Oct,16378.49,11476.9,,,
Sigonella,2596,Midtown Pub,9-Nov,17825.25,12477.7,,,
Sigonella,2596,Midtown Pub,9-Dec,9481.75,6637.2,,,
Sigonella,2596,Midtown Pub,10-Jan,17105.8,11974.05,,,
Sigonella,2596,Midtown Pub,10-Feb,18186,12730.2,,,
Sigonella,2596,Midtown Pub,10-Mar,26956.4,18869.5,,,
Sigonella,2596,Midtown Pub,10-Apr,15198.98,10640.55,,,
Sigonella,2596,Midtown Pub,10-May,13205.85,9244.1,,,
Sigonella,2596,Midtown Pub,10-Jun,14561.4,10193,,,
Sigonella,2596,Midtown Pub,10-Jul,7584.03,5310.9,,,
Sigonella,2596,Midtown Pub,10-Aug,10238.95,7167.25,,,
Sigonella,2596,Midtown Pub,10-Sep,12910.8,9037.6,179633.7,125758.95,
Sigonella,2596,Midtown Pub,10-Oct,19907.5,13935.25,,,
Sigonella,2596,Midtown Pub,10-Nov,17422.4,12195.7,,,
Sigonella,2596,Midtown Pub,10-Dec,15493.25,10845.25,,,
Sigonella,2596,Midtown Pub,11-Jan,15292.2,10704.55,,,
Sigonella,2596,Midtown Pub,11-Feb,21045.75,14732.05,,,
Sigonella,2596,Midtown Pub,11-Mar,20565.8,14396.05,,,
Sigonella,2596,Midtown Pub,11-Apr,23377.05,16363.9,,,
Sigonella,2596,Midtown Pub,11-May,36338.65,25437.05,,,
Sigonella,2596,Midtown Pub,11-Jun,28914.5,20240.15,,,
Sigonella,2596,Midtown Pub,11-Jul,14100.85,9870.6,,,
Sigonella,2596,Midtown Pub,11-Aug,33605.85,23524.1,,,
Sigonella,2596,Midtown Pub,11-Sep,36117.4,25282.2,282181.2,197526.85,
Sigonella,2596,Midtown Pub,11-Oct,18391.3,12873.9,,,
Sigonella,2596,Midtown Pub,11-Nov,22107.2,15475.05,,,
Sigonella,2596,Midtown Pub,11-Dec,20502.05,14351.45,,,
Sigonella,2596,Midtown Pub,12-Jan,21724.8,15207.4,,,
Sigonella,2596,Midtown Pub,12-Feb,17796,12457.2,,,
Sigonella,2596,Midtown Pub,12-Mar,25716.1,18001.3,,,
Sigonella,2596,Midtown Pub,12-Apr,13141.8,9199.25,,,
Sigonella,2596,Midtown Pub,12-May,2696,1887.2,,,
Sigonella,2596,Midtown Pub,12-Jun,4171.2,2919.85,,,
Sigonella,2596,Midtown Pub,12-Jul,12171.45,8520.05,,,
Sigonella,2596,Midtown Pub,12-Aug,4184.1,2928.85,,,
Sigonella,2596,Midtown Pub,12-Sep,-164.2,-114.9,162437.8,113706.6,
Sigonella,2596,Midtown Pub,12-Oct,18127.6,12689.3,,,
Sigonella,2596,Midtown Pub,12-Nov,20813.55,14569.5,,,
Sigonella,2596,Midtown Pub,12-Dec,21877.95,15314.6,,,
Sigonella,2596,Midtown Pub,13-Jan,37678.1,26374.7,,,
Sigonella,2596,Midtown Pub,13-Feb,15404.7,10783.3,,,
Sigonella,2596,Midtown Pub,13-Mar,9196.8,8286.5,,,
Sigonella,2596,Midtown Pub,13-Apr,25220.95,15805.95,,,
Sigonella,2596,Midtown Pub,13-May,8451,5915.7,,,
Sigonella,2596,Midtown Pub,13-Jun,-788.35,617.5,,,
Sigonella,2596,Midtown Pub,13-Jul,27607.75,18156.1,,,
Sigonella,2596,Midtown Pub,13-Aug,6761.5,4733.05,,,
Sigonella,2596,Midtown Pub,13-Sep,7696,5387.2,198047.55,138633.4,
Sigonella,2596,Midtown Pub,13-Oct,28093.9,19665.7,,,
Sigonella,2596,Midtown Pub,13-Nov,14189.5,11771.25,,,
Sigonella,2596,Midtown Pub,13-Dec,9598.9,4880.6,,,
Sigonella,2596,Midtown Pub,14-Jan,9868.2,6907.75,,,
Sigonella,2596,Midtown Pub,14-Feb,13790.58,11747.8,,,
Sigonella,2596,Midtown Pub,14-Mar,4676.77,4835.65,,,
Sigonella,2596,Midtown Pub,14-Apr,9880.75,4102,,,
Sigonella,2596,Midtown Pub,14-May,22200.4,14698.5,,,
Sigonella,2596,Midtown Pub,14-Jun,1436.25,1005.4,,,
Sigonella,2596,Midtown Pub,14-Jul,16551,11585.7,,,
Sigonella,2596,Midtown Pub,14-Aug,7512.9,5259.05,,,
Sigonella,2596,Midtown Pub,14-Sep,12047,8432.9,149846.15,104892.3,
Sigonella,2596,Midtown Pub,14-Oct,4392.3,3074.6,,,
Sigonella,2596,Midtown Pub,14-Nov,13425.1,10509.15,,,
Sigonella,2596,Midtown Pub,14-Dec,13832.4,8571.1,,,
Sigonella,2596,Midtown Pub,15-Jan,9597.1,6718,,,
Sigonella,2596,Midtown Pub,15-Feb,2419.85,1693.9,,,
Sigonella,2596,Midtown Pub,15-Mar,17374.85,12162.4,,,
Sigonella,2596,Midtown Pub,15-Apr,3757.7,2630.4,,,
Sigonella,2596,Midtown Pub,15-May,11842,8289.4,,,
Sigonella,2596,Midtown Pub,15-Jun,8602.5,6021.8,,,
Sigonella,2596,Midtown Pub,15-Jul,8441.2,5908.85,,,
Sigonella,2596,Midtown Pub,15-Aug,2623.75,1836.65,,,
Sigonella,2596,Midtown Pub,15-Sep,3074,2151.8,99382.75,69568.05,
Sigonella,2596,Midtown Pub,15-Oct,1405.3,1543.7,,,
Sigonella,2596,Midtown Pub,15-Nov,9206,6444.2,,,
Sigonella,2596,Midtown Pub,15-Dec,8541,5418.7,,,
Sigonella,2596,Midtown Pub,16-Jan,9053,6337.1,,,
Sigonella,2596,Midtown Pub,16-Feb,7421,5194.7,,,
Sigonella,2596,Midtown Pub,16-Mar,5616,3931.2,,,
Sigonella,2596,Midtown Pub,16-Apr,2379.55,2591.4,,,
Sigonella,2596,Midtown Pub,16-May,10926.5,7648.55,,,
Sigonella,2596,Midtown Pub,16-Jun,206.4,144.5,,,
Sigonella,2596,Midtown Pub,16-Jul,70,49,,,
Sigonella,2596,Midtown Pub,16-Aug,233,163.1,,,
Sigonella,2596,Midtown Pub,16-Sep,2263.2,1584.25,57320.95,41050.4,
Sigonella,2596,Midtown Pub,16-Oct,7879,5515.3,,,
Sigonella,2596,Midtown Pub,16-Nov,4645,3251.5,,,
Sigonella,2596,Midtown Pub,16-Dec,2267.85,1587.5,,,
Sigonella,2596,Midtown Pub,17-Jan,2587,1810.9,,,
Sigonella,2596,Midtown Pub,17-Feb,3113,2179.1,,,
Sigonella,2596,Midtown Pub,17-Mar,1764,1234.8,,,
Sigonella,2596,Midtown Pub,17-Apr,3864,2704.8,,,
Sigonella,2596,Midtown Pub,17-May,7929,5550.3,,,
Sigonella,2596,Midtown Pub,17-Jun,6684,4678.8,,,
Sigonella,2596,Midtown Pub,17-Jul,3276,2293.2,,,
Sigonella,2596,Midtown Pub,17-Aug,102,71.4,,,
Sigonella,2596,Midtown Pub,17-Sep,47,32.9,44157.85,30910.5,
Sigonella,2596,Midtown Pub,17-Oct,-4166,-2916.2,,,
Sigonella,2596,Midtown Pub,17-Nov,-2188,-1531.6,,,
Sigonella,2596,Midtown Pub,17-Dec,1202,841.4,,,
Sigonella,2596,Midtown Pub,18-Jan,1145.5,801.85,,,
Sigonella,2596,Midtown Pub,18-Feb,50,35,,,
Sigonella,2596,Midtown Pub,18-Mar,12,8.4,,,
Sigonella,2596,Midtown Pub,18-Apr,12,8.4,,,
Sigonella,2596,Midtown Pub,18-May,610,427,,,
Sigonella,2596,Midtown Pub,18-Jun,,,,,
Sigonella,2596,Midtown Pub,18-Jul,-3091.1,-2163.77,,,
Sigonella,2596,Midtown Pub,18-Aug,,,,,
Sigonella,2596,Midtown Pub,18-Sep,,,-6413.6,-4489.52,
Sigonella,2597,Jox Sports Bar 201401,8-Oct,59030.96,41698.55,,,
Sigonella,2597,Jox Sports Bar 201401,8-Nov,43469.12,29922.75,,,
Sigonella,2597,Jox Sports Bar 201401,8-Dec,61242.02,43645.8,,,
Sigonella,2597,Jox Sports Bar 201401,9-Jan,46533.45,33263.9,,,
Sigonella,2597,Jox Sports Bar 201401,9-Feb,42238.86,29610.85,,,
Sigonella,2597,Jox Sports Bar 201401,9-Mar,38881.09,27341.3,,,
Sigonella,2597,Jox Sports Bar 201401,9-Apr,57517.66,40517.05,,,
Sigonella,2597,Jox Sports Bar 201401,9-May,40649.93,28809.35,,,
Sigonella,2597,Jox Sports Bar 201401,9-Jun,28820.24,18714.35,,,
Sigonella,2597,Jox Sports Bar 201401,9-Jul,45797.72,32996.55,,,
Sigonella,2597,Jox Sports Bar 201401,9-Aug,35017.91,23776.3,,,
Sigonella,2597,Jox Sports Bar 201401,9-Sep,41650.86,28756.65,540849.82,379053.4,
Sigonella,2597,Jox Sports Bar 201401,9-Oct,55743.9,38599.35,,,
Sigonella,2597,Jox Sports Bar 201401,9-Nov,28802.2,19903.95,,,
Sigonella,2597,Jox Sports Bar 201401,9-Dec,32264.2,22584.95,,,
Sigonella,2597,Jox Sports Bar 201401,10-Jan,16525.74,12232.75,,,
Sigonella,2597,Jox Sports Bar 201401,10-Feb,15450.62,10693.15,,,
Sigonella,2597,Jox Sports Bar 201401,10-Mar,25510.85,18365.05,,,
Sigonella,2597,Jox Sports Bar 201401,10-Apr,19936.82,13961.6,,,
Sigonella,2597,Jox Sports Bar 201401,10-May,27080.53,18989.9,,,
Sigonella,2597,Jox Sports Bar 201401,10-Jun,19372.52,13136.75,,,
Sigonella,2597,Jox Sports Bar 201401,10-Jul,13832.03,9881.55,,,
Sigonella,2597,Jox Sports Bar 201401,10-Aug,24136.05,16737.55,,,
Sigonella,2597,Jox Sports Bar 201401,10-Sep,34364.05,23259.05,313019.51,218345.6,
Sigonella,2597,Jox Sports Bar 201401,10-Oct,28083.65,20056.65,,,
Sigonella,2597,Jox Sports Bar 201401,10-Nov,18183.2,12800.05,,,
Sigonella,2597,Jox Sports Bar 201401,10-Dec,15872.17,11149.8,,,
Sigonella,2597,Jox Sports Bar 201401,11-Jan,13834.37,9511,,,
Sigonella,2597,Jox Sports Bar 201401,11-Feb,11495.95,8047.15,,,
Sigonella,2597,Jox Sports Bar 201401,11-Mar,31144.19,21958.85,,,
Sigonella,2597,Jox Sports Bar 201401,11-Apr,5792.97,4375.7,,,
Sigonella,2597,Jox Sports Bar 201401,11-May,21801.93,14878,,,
Sigonella,2597,Jox Sports Bar 201401,11-Jun,31516.42,22182.3,,,
Sigonella,2597,Jox Sports Bar 201401,11-Jul,25777.13,17955,,,
Sigonella,2597,Jox Sports Bar 201401,11-Aug,15622.4,10774.6,,,
Sigonella,2597,Jox Sports Bar 201401,11-Sep,20030.96,13841.3,239155.34,167530.4,
Sigonella,2597,Jox Sports Bar 201401,11-Oct,23886.17,16631.3,,,
Sigonella,2597,Jox Sports Bar 201401,11-Nov,15455.66,10803.35,,,
Sigonella,2597,Jox Sports Bar 201401,11-Dec,26186.73,18948,,,
Sigonella,2597,Jox Sports Bar 201401,12-Jan,10277.55,6892.2,,,
Sigonella,2597,Jox Sports Bar 201401,12-Feb,7587.47,5826.65,,,
Sigonella,2597,Jox Sports Bar 201401,12-Mar,13164.72,9141.65,,,
Sigonella,2597,Jox Sports Bar 201401,12-Apr,14581.78,10355.65,,,
Sigonella,2597,Jox Sports Bar 201401,12-May,29615.71,20734.8,,,
Sigonella,2597,Jox Sports Bar 201401,12-Jun,25358.3,17696.6,,,
Sigonella,2597,Jox Sports Bar 201401,12-Jul,7495.76,6743.7,,,
Sigonella,2597,Jox Sports Bar 201401,12-Aug,24934.67,15264.4,,,
Sigonella,2597,Jox Sports Bar 201401,12-Sep,8233.37,6035.95,206777.89,145074.25,
Sigonella,2597,Jox Sports Bar 201401,12-Oct,35124.26,25531.55,,,
Sigonella,2597,Jox Sports Bar 201401,12-Nov,29655.2,19919.5,,,
Sigonella,2597,Jox Sports Bar 201401,12-Dec,25750.32,18816.05,,,
Sigonella,2597,Jox Sports Bar 201401,13-Jan,31272.56,21904.9,,,
Sigonella,2597,Jox Sports Bar 201401,13-Feb,20043.07,14177.45,,,
Sigonella,2597,Jox Sports Bar 201401,13-Mar,35377.39,24933.6,,,
Sigonella,2597,Jox Sports Bar 201401,13-Apr,50466.31,35149.1,,,
Sigonella,2597,Jox Sports Bar 201401,13-May,33880.89,23818.45,,,
Sigonella,2597,Jox Sports Bar 201401,13-Jun,31216.25,22708.05,,,
Sigonella,2597,Jox Sports Bar 201401,13-Jul,24630.59,15506.6,,,
Sigonella,2597,Jox Sports Bar 201401,13-Aug,25375.22,17335.35,,,
Sigonella,2597,Jox Sports Bar 201401,13-Sep,20196.63,14959.7,362988.69,254760.3,
Sigonella,2597,Jox Sports Bar 201401,13-Oct,32727.6,21839.25,,,
Sigonella,2597,Jox Sports Bar 201401,13-Nov,27965.7,19576.05,,,
Sigonella,2597,Jox Sports Bar 201401,13-Dec,23027.5,16119.25,,,
Sigonella,2597,Jox Sports Bar 201401,14-Jan,18826.23,13049.9,,,
Sigonella,2597,Jox Sports Bar 201401,14-Feb,29978.78,21171.9,,,
Sigonella,2597,Jox Sports Bar 201401,14-Mar,9356.2,7708.75,,,
Sigonella,2597,Jox Sports Bar 201401,14-Apr,30656.9,25502.85,,,
Sigonella,2597,Jox Sports Bar 201401,14-May,32978.94,18679.7,,,
Sigonella,2597,Jox Sports Bar 201401,14-Jun,22626.3,15838.4,,,
Sigonella,2597,Jox Sports Bar 201401,14-Jul,22778.85,16775.1,,,
Sigonella,2597,Jox Sports Bar 201401,14-Aug,23060.31,16749.45,,,
Sigonella,2597,Jox Sports Bar 201401,14-Sep,30124.12,19809.3,304107.43,212819.9,
Sigonella,2597,Jox Sports Bar 201401,14-Oct,29080.24,23942.35,,,
Sigonella,2597,Jox Sports Bar 201401,14-Nov,42625.11,30849.6,,,
Sigonella,2597,Jox Sports Bar 201401,14-Dec,42565.17,26049.75,,,
Sigonella,2597,Jox Sports Bar 201401,15-Jan,51841.19,42272.15,,,
Sigonella,2597,Jox Sports Bar 201401,15-Feb,40313.67,28230.2,,,
Sigonella,2597,Jox Sports Bar 201401,15-Mar,37072.27,22785.85,,,
Sigonella,2597,Jox Sports Bar 201401,15-Apr,17513.73,17916.45,,,
Sigonella,2597,Jox Sports Bar 201401,15-May,41293.45,27324.05,,,
Sigonella,2597,Jox Sports Bar 201401,15-Jun,44235.8,30259.3,,,
Sigonella,2597,Jox Sports Bar 201401,15-Jul,54924.15,37765.2,,,
Sigonella,2597,Jox Sports Bar 201401,15-Aug,31167.72,20498.9,,,
Sigonella,2597,Jox Sports Bar 201401,15-Sep,28312.7,15185.75,460945.2,323079.55,
Sigonella,2597,Jox Sports Bar 201401,15-Oct,20154.05,16325.45,,,
