Installation,Loc#,Location,Month,Revenue,NAFI Amt,Annual Revenue,Annual NAFI,Status
Sigonella,2595,Sigonella Bowl 201401,Aug-09,41899.53,21874.15,,,
Sigonella,2595,Sigonella Bowl 201401,Sep-09,40177.38,27792.40,365777.63,255507.30,
Sigonella,2595,Sigonella Bowl 201401,Oct-09,38783.82,27220.35,,,
Sigonella,2595,Sigonella Bowl 201401,Nov-09,11583.19,7987.95,,,
Sigonella,2595,Sigonella Bowl 201401,Dec-09,14024.20,9817.00,,,
Sigonella,2595,Sigonella Bowl 201401,Jan-10,26443.86,18902.40,,,
Sigonella,2595,Sigonella Bowl 201401,Feb-10,21529.70,15969.95,,,
Sigonella,2595,Sigonella Bowl 201401,Mar-10,23695.13,15885.60,,,
Sigonella,2595,Sigonella Bowl 201401,Apr-10,29565.41,20699.75,,,
Sigonella,2595,Sigonella Bowl 201401,May-10,23617.40,16368.00,,,
Sigonella,2595,Sigonella Bowl 201401,Jun-10,38238.09,26676.55,,,
Sigonella,2595,Sigonella Bowl 201401,Jul-10,16844.96,11456.60,,,
Sigonella,2595,Sigonella Bowl 201401,Aug-10,39083.17,27165.60,,,
Sigonella,2595,Sigonella Bowl 201401,Sep-10,31231.51,21871.10,314640.44,220020.85,
Sigonella,2595,Sigonella Bowl 201401,Oct-10,35079.42,24575.80,,,
Sigonella,2595,Sigonella Bowl 201401,Nov-10,35286.54,24652.60,,,
Sigonella,2595,Sigonella Bowl 201401,Dec-10,28507.99,20313.80,,,
Sigonella,2595,Sigonella Bowl 201401,Jan-11,18390.08,14263.10,,,
Sigonella,2595,Sigonella Bowl 201401,Feb-11,38605.05,27023.55,,,
Sigonella,2595,Sigonella Bowl 201401,Mar-11,33961.34,23517.10,,,
Sigonella,2595,Sigonella Bowl 201401,Apr-11,34061.21,24752.85,,,
Sigonella,2595,Sigonella Bowl 201401,May-11,42734.91,28897.40,,,
Sigonella,2595,Sigonella Bowl 201401,Jun-11,25771.72,18428.00,,,
Sigonella,2595,Sigonella Bowl 201401,Jul-11,18457.44,12096.00,,,
Sigonella,2595,Sigonella Bowl 201401,Aug-11,42357.56,29457.20,,,
Sigonella,2595,Sigonella Bowl 201401,Sep-11,41117.90,28275.85,394331.16,276253.25,
Sigonella,2595,Sigonella Bowl 201401,Oct-11,18942.25,13718.20,,,
Sigonella,2595,Sigonella Bowl 201401,Nov-11,49881.11,34745.90,,,
Sigonella,2595,Sigonella Bowl 201401,Dec-11,20468.87,14614.40,,,
Sigonella,2595,Sigonella Bowl 201401,Jan-12,31448.71,22285.20,,,
Sigonella,2595,Sigonella Bowl 201401,Feb-12,31907.11,23528.40,,,
Sigonella,2595,Sigonella Bowl 201401,Mar-12,38016.02,25636.05,,,
Sigonella,2595,Sigonella Bowl 201401,Apr-12,22329.67,15261.70,,,
Sigonella,2595,Sigonella Bowl 201401,May-12,32071.96,22565.60,,,
Sigonella,2595,Sigonella Bowl 201401,Jun-12,40313.06,27891.30,,,
Sigonella,2595,Sigonella Bowl 201401,Jul-12,45332.37,33134.50,,,
Sigonella,2595,Sigonella Bowl 201401,Aug-12,29131.67,19194.00,,,
Sigonella,2595,Sigonella Bowl 201401,Sep-12,40326.54,27384.95,400169.34,279960.20,
Sigonella,2595,Sigonella Bowl 201401,Oct-12,25632.65,18358.85,,,
Sigonella,2595,Sigonella Bowl 201401,Nov-12,22462.88,16708.95,,,
Sigonella,2595,Sigonella Bowl 201401,Dec-12,23572.94,16363.45,,,
Sigonella,2595,Sigonella Bowl 201401,Jan-13,27656.74,18772.80,,,
Sigonella,2595,Sigonella Bowl 201401,Feb-13,38603.54,27584.40,,,
Sigonella,2595,Sigonella Bowl 201401,Mar-13,34502.76,26491.80,,,
Sigonella,2595,Sigonella Bowl 201401,Apr-13,19225.05,11185.70,,,
Sigonella,2595,Sigonella Bowl 201401,May-13,41666.50,28753.00,,,
Sigonella,2595,Sigonella Bowl 201401,Jun-13,32805.95,22964.15,,,
Sigonella,2595,Sigonella Bowl 201401,Jul-13,24894.42,16734.70,,,
Sigonella,2595,Sigonella Bowl 201401,Aug-13,22509.89,15589.00,,,
Sigonella,2595,Sigonella Bowl 201401,Sep-13,28171.54,20271.45,341704.86,239778.25,
Sigonella,2595,Sigonella Bowl 201401,Oct-13,34251.35,24007.20,,,
Sigonella,2595,Sigonella Bowl 201401,Nov-13,50797.00,35557.95,,,
Sigonella,2595,Sigonella Bowl 201401,Dec-13,43414.00,29511.45,,,
Sigonella,2595,Sigonella Bowl 201401,Jan-14,35817.23,24082.35,,,
Sigonella,2595,Sigonella Bowl 201401,Feb-14,29102.05,20371.45,,,
Sigonella,2595,Sigonella Bowl 201401,Mar-14,37752.55,26426.80,,,
Sigonella,2595,Sigonella Bowl 201401,Apr-14,8899.90,12251.35,,,
Sigonella,2595,Sigonella Bowl 201401,May-14,51595.55,30095.55,,,
Sigonella,2595,Sigonella Bowl 201401,Jun-14,28504.50,19953.20,,,
Sigonella,2595,Sigonella Bowl 201401,Jul-14,34594.75,24216.35,,,
Sigonella,2595,Sigonella Bowl 201401,Aug-14,30062.10,22219.80,,,
Sigonella,2595,Sigonella Bowl 201401,Sep-14,41596.95,27941.50,426387.93,296634.95,
Sigonella,2595,Sigonella Bowl 201401,Oct-14,33851.50,23696.05,,,
Sigonella,2595,Sigonella Bowl 201401,Nov-14,39439.95,27607.95,,,
Sigonella,2595,Sigonella Bowl 201401,Dec-14,42594.70,29816.30,,,
Sigonella,2595,Sigonella Bowl 201401,Jan-15,49193.25,35922.75,,,
Sigonella,2595,Sigonella Bowl 201401,Feb-15,45023.90,30029.25,,,
Sigonella,2595,Sigonella Bowl 201401,Mar-15,33383.90,23368.70,,,
Sigonella,2595,Sigonella Bowl 201401,Apr-15,38646.05,27052.25,,,
Sigonella,2595,Sigonella Bowl 201401,May-15,24428.40,17099.90,,,
Sigonella,2595,Sigonella Bowl 201401,Jun-15,35083.70,24558.60,,,
Sigonella,2595,Sigonella Bowl 201401,Jul-15,23226.70,16258.70,,,
Sigonella,2595,Sigonella Bowl 201401,Aug-15,37434.95,26204.45,,,
Sigonella,2595,Sigonella Bowl 201401,Sep-15,28320.40,19824.30,430627.40,301439.20,
Sigonella,2595,Sigonella Bowl 201401,Oct-15,32344.00,22640.80,,,
Sigonella,2595,Sigonella Bowl 201401,Nov-15,17895.05,12526.55,,,
Sigonella,2595,Sigonella Bowl 201401,Dec-15,23070.50,16149.30,,,
Sigonella,2595,Sigonella Bowl 201401,Jan-16,18972.55,13280.80,,,
Sigonella,2595,Sigonella Bowl 201401,Feb-16,16894.95,11826.45,,,
Sigonella,2595,Sigonella Bowl 201401,Mar-16,26675.30,18672.70,,,
Sigonella,2595,Sigonella Bowl 201401,Apr-16,17538.00,12276.60,,,
Sigonella,2595,Sigonella Bowl 201401,May-16,13188.40,9231.85,,,
Sigonella,2595,Sigonella Bowl 201401,Jun-16,28790.55,20153.40,,,
Sigonella,2595,Sigonella Bowl 201401,Jul-16,12564.75,8795.35,,,
Sigonella,2595,Sigonella Bowl 201401,Aug-16,21758.35,15230.85,,,
Sigonella,2595,Sigonella Bowl 201401,Sep-16,12197.75,8538.45,241890.15,169323.10,
Sigonella,2595,Sigonella Bowl 201401,Oct-16,27543.75,19280.60,,,
Sigonella,2595,Sigonella Bowl 201401,Nov-16,18785.00,13149.50,,,
Sigonella,2595,Sigonella Bowl 201401,Dec-16,27588.10,19311.65,,,
Sigonella,2595,Sigonella Bowl 201401,Jan-17,5490.20,3843.15,,,
Sigonella,2595,Sigonella Bowl 201401,Feb-17,11493.60,8045.50,,,
Sigonella,2595,Sigonella Bowl 201401,Mar-17,24128.25,16889.80,,,
Sigonella,2595,Sigonella Bowl 201401,Apr-17,444.40,311.10,,,
Sigonella,2595,Sigonella Bowl 201401,May-17,35874.15,25111.95,,,
Sigonella,2595,Sigonella Bowl 201401,Jun-17,28001.50,19601.05,,,
Sigonella,2595,Sigonella Bowl 201401,Jul-17,22630.90,15841.65,,,
Sigonella,2595,Sigonella Bowl 201401,Aug-17,19862.45,13903.70,,,
Sigonella,2595,Sigonella Bowl 201401,Sep-17,33473.40,23431.40,255315.70,178721.05,
Sigonella,2595,Sigonella Bowl 201401,Oct-17,41531.25,29071.90,,,
Sigonella,2595,Sigonella Bowl 201401,Nov-17,22114.40,15480.15,,,
Sigonella,2595,Sigonella Bowl 201401,Dec-17,30991.50,21694.10,,,
Sigonella,2595,Sigonella Bowl 201401,Jan-18,67598.50,47318.95,,,
Sigonella,2595,Sigonella Bowl 201401,Feb-18,35107.95,24575.55,,,
Sigonella,2595,Sigonella Bowl 201401,Mar-18,23906.40,16734.50,,,
Sigonella,2595,Sigonella Bowl 201401,Apr-18,34572.05,24200.40,,,
Sigonella,2595,Sigonella Bowl 201401,May-18,37597.40,26137.60,,,
Sigonella,2595,Sigonella Bowl 201401,Jun-18,24773.60,17341.50,,,
Sigonella,2595,Sigonella Bowl 201401,Jul-18,20397.90,14278.55,,,
Sigonella,2595,Sigonella Bowl 201401,Aug-18,40649.70,28454.80,,,
Sigonella,2595,Sigonella Bowl 201401,Sep-18,20522.20,15301.80,399762.85,280589.80,
Sigonella,2595,Sigonella Bowl 201401,Oct-18,46390.80,31537.35,,,
Sigonella,2595,Sigonella Bowl 201401,Nov-18,24098.25,16868.80,,,
Sigonella,2595,Sigonella Bowl 201401,Dec-18,22709.05,15896.35,,,
Sigonella,2595,Sigonella Bowl 201401,Jan-19,27509.90,20436.85,,,
Sigonella,2595,Sigonella Bowl 201401,Feb-19,44036.25,30610.05,,,
Sigonella,2595,Sigonella Bowl 201401,Mar-19,6574.05,15630.55,,,
Sigonella,2595,Sigonella Bowl 201401,Apr-19,47077.80,32954.45,,,
Sigonella,2595,Sigonella Bowl 201401,May-19,21491.80,15044.25,,,
Sigonella,2595,Sigonella Bowl 201401,Jun-19,40395.10,16283.25,,,
Sigonella,2595,Sigonella Bowl 201401,Jul-19,33433.95,23403.75,,,
Sigonella,2595,Sigonella Bowl 201401,Aug-19,26354.55,19475.80,,,
Sigonella,2595,Sigonella Bowl 201401,Sep-19,26034.95,22464.70,366106.45,260606.15,
Sigonella,2595,Sigonella Bowl 201401,Oct-19,31094.80,16498.55,,,
Sigonella,2595,Sigonella Bowl 201401,Nov-19,34137.00,23895.90,,,
Sigonella,2595,Sigonella Bowl 201401,Dec-19,42262.60,29583.80,,,
Sigonella,2595,Sigonella Bowl 201401,Jan-20,37046.70,28558.75,,,
Sigonella,2595,Sigonella Bowl 201401,Feb-20,45978.55,31144.10,,,
Sigonella,2595,Sigonella Bowl 201401,Mar-20,25457.75,16235.25,,,
Sigonella,2595,Sigonella Bowl 201401,Apr-20,,,,,
Sigonella,2595,Sigonella Bowl 201401,May-20,,,,,
Sigonella,2595,Sigonella Bowl 201401,Jun-20,,,,,
Sigonella,2595,Sigonella Bowl 201401,Jul-20,3043.65,6028.80,,,
Sigonella,2595,Sigonella Bowl 201401,Aug-20,48439.35,30009.30,,,
Sigonella,2595,Sigonella Bowl 201401,Sep-20,22182.45,16503.55,289642.85,198458.00,
Sigonella,2595,Sigonella Bowl 201401,Oct-20,25333.60,20327.65,,,
Sigonella,2595,Sigonella Bowl 201401,Nov-20,16434.50,7934.15,,,
Sigonella,2595,Sigonella Bowl 201401,Dec-20,39610.25,27727.15,,,
Sigonella,2595,Sigonella Bowl 201401,Jan-21,30369.45,21258.60,,,
Sigonella,2595,Sigonella Bowl 201401,Feb-21,24667.20,17267.05,,,
Sigonella,2595,Sigonella Bowl 201401,Mar-21,30242.55,21169.80,,,
Sigonella,2595,Sigonella Bowl 201401,Apr-21,16594.65,18397.35,,,
Sigonella,2595,Sigonella Bowl 201401,May-21,27737.30,16310.60,,,
Sigonella,2595,Sigonella Bowl 201401,Jun-21,58220.30,37078.60,,,
Sigonella,2595,Sigonella Bowl 201401,Jul-21,52278.90,36595.20,,,
Sigonella,2595,Sigonella Bowl 201401,Aug-21,38668.05,27067.65,,,
Sigonella,2595,Sigonella Bowl 201401,Sep-21,39395.30,27576.70,399552.05,278710.50,
Sigonella,2595,Sigonella Bowl 201401,Oct-21,9884.50,10530.80,,,
Sigonella,2595,Sigonella Bowl 201401,Nov-21,33489.50,19831.00,,,
Sigonella,2595,Sigonella Bowl 201401,Dec-21,17590.90,16974.25,,,
Sigonella,2595,Sigonella Bowl 201401,Jan-22,47742.00,32554.55,,,
Sigonella,2595,Sigonella Bowl 201401,Feb-22,76992.40,56567.40,,,
Sigonella,2595,Sigonella Bowl 201401,Mar-22,71913.25,43870.85,,,
Sigonella,2595,Sigonella Bowl 201401,Apr-22,52540.00,36778.05,,,
Sigonella,2595,Sigonella Bowl 201401,May-22,17767.05,34112.65,,,
Sigonella,2595,Sigonella Bowl 201401,Jun-22,38587.50,9274.45,,,
Sigonella,2595,Sigonella Bowl 201401,Jul-22,76455.95,52157.65,,,
Sigonella,2595,Sigonella Bowl 201401,Aug-22,51972.65,33803.50,,,
Sigonella,2595,Sigonella Bowl 201401,Sep-22,57961.65,40573.15,552897.35,387028.30,
Sigonella,2595,Sigonella Bowl 201401,Oct-22,17632.15,47513.35,,,
Sigonella,2595,Sigonella Bowl 201401,Nov-22,60974.45,7511.30,,,
Sigonella,2595,Sigonella Bowl 201401,Dec-22,21065.20,26192.25,,,
Sigonella,2595,Sigonella Bowl 201401,Jan-23,101111.25,59331.30,,,
Sigonella,2595,Sigonella Bowl 201401,Feb-23,60491.90,42344.30,,,
Sigonella,2595,Sigonella Bowl 201401,Mar-23,106765.90,74736.15,,,
Sigonella,2595,Sigonella Bowl 201401,Apr-23,57359.10,40151.40,,,
Sigonella,2595,Sigonella Bowl 201401,May-23,47532.90,33273.00,,,
Sigonella,2595,Sigonella Bowl 201401,Jun-23,27448.60,34926.40,,,
Sigonella,2595,Sigonella Bowl 201401,Jul-23,67302.00,31399.05,,,
Sigonella,2595,Sigonella Bowl 201401,Aug-23,63829.20,48843.20,,,
Sigonella,2595,Sigonella Bowl 201401,Sep-23,29770.70,27666.10,661283.35,473887.80,
Sigonella,2595,Sigonella Bowl 201401,Oct-23,88666.95,52617.60,,,
Sigonella,2595,Sigonella Bowl 201401,Nov-23,23873.70,27145.85,,,
Sigonella,2595,Sigonella Bowl 201401,Dec-23,57782.45,33593.20,,,
Sigonella,2595,Sigonella Bowl 201401,Jan-24,45022.30,31943.10,,,
Sigonella,2595,Sigonella Bowl 201401,Feb-24,53772.50,37670.40,,,
Sigonella,2595,Sigonella Bowl 201401,Mar-24,51381.59,58938.55,,,
Sigonella,2595,Sigonella Bowl 201401,Apr-24,70613.25,42926.25,,,
Sigonella,2595,Sigonella Bowl 201401,May-24,,,,,
Sigonella,2595,Sigonella Bowl 201401,Jun-24,,,,,
Sigonella,2595,Sigonella Bowl 201401,Jul-24,,,,,
Sigonella,2595,Sigonella Bowl 201401,Aug-24,,,,,
Sigonella,2595,Sigonella Bowl 201401,Sep-24,,,391112.74,284834.95,
Sigonella,2596,Midtown Pub,Oct-08,16841.55,11789.10,,,
Sigonella,2596,Midtown Pub,Nov-08,26412.80,18489.00,,,
Sigonella,2596,Midtown Pub,Dec-08,17788.75,12452.15,,,
Sigonella,2596,Midtown Pub,Jan-09,1075.00,752.50,,,
Sigonella,2596,Midtown Pub,Feb-09,452.00,316.40,,,
Sigonella,2596,Midtown Pub,Mar-09,307.00,214.90,,,
Sigonella,2596,Midtown Pub,Apr-09,,,,,
Sigonella,2596,Midtown Pub,May-09,,,,,
Sigonella,2596,Midtown Pub,Jun-09,11236.60,7865.65,,,
Sigonella,2596,Midtown Pub,Jul-09,18174.25,12722.00,,,
Sigonella,2596,Midtown Pub,Aug-09,13901.20,9730.85,,,
Sigonella,2596,Midtown Pub,Sep-09,8473.50,5931.45,114662.65,80264.00,
Sigonella,2596,Midtown Pub,Oct-09,16378.49,11476.90,,,
Sigonella,2596,Midtown Pub,Nov-09,17825.25,12477.70,,,
Sigonella,2596,Midtown Pub,Dec-09,9481.75,6637.20,,,
Sigonella,2596,Midtown Pub,Jan-10,17105.80,11974.05,,,
Sigonella,2596,Midtown Pub,Feb-10,18186.00,12730.20,,,
Sigonella,2596,Midtown Pub,Mar-10,26956.40,18869.50,,,
Sigonella,2596,Midtown Pub,Apr-10,15198.98,10640.55,,,
Sigonella,2596,Midtown Pub,May-10,13205.85,9244.10,,,
Sigonella,2596,Midtown Pub,Jun-10,14561.40,10193.00,,,
Sigonella,2596,Midtown Pub,Jul-10,7584.03,5310.90,,,
Sigonella,2596,Midtown Pub,Aug-10,10238.95,7167.25,,,
Sigonella,2596,Midtown Pub,Sep-10,12910.80,9037.60,179633.70,125758.95,
Sigonella,2596,Midtown Pub,Oct-10,19907.50,13935.25,,,
Sigonella,2596,Midtown Pub,Nov-10,17422.40,12195.70,,,
Sigonella,2596,Midtown Pub,Dec-10,15493.25,10845.25,,,
Sigonella,2596,Midtown Pub,Jan-11,15292.20,10704.55,,,
Sigonella,2596,Midtown Pub,Feb-11,21045.75,14732.05,,,
Sigonella,2596,Midtown Pub,Mar-11,20565.80,14396.05,,,
Sigonella,2596,Midtown Pub,Apr-11,23377.05,16363.90,,,
Sigonella,2596,Midtown Pub,May-11,36338.65,25437.05,,,
Sigonella,2596,Midtown Pub,Jun-11,28914.50,20240.15,,,
Sigonella,2596,Midtown Pub,Jul-11,14100.85,9870.60,,,
Sigonella,2596,Midtown Pub,Aug-11,33605.85,23524.10,,,
Sigonella,2596,Midtown Pub,Sep-11,36117.40,25282.20,282181.20,197526.85,
Sigonella,2596,Midtown Pub,Oct-11,18391.30,12873.90,,,
Sigonella,2596,Midtown Pub,Nov-11,22107.20,15475.05,,,
Sigonella,2596,Midtown Pub,Dec-11,20502.05,14351.45,,,
Sigonella,2596,Midtown Pub,Jan-12,21724.80,15207.40,,,
Sigonella,2596,Midtown Pub,Feb-12,17796.00,12457.20,,,
Sigonella,2596,Midtown Pub,Mar-12,25716.10,18001.30,,,
Sigonella,2596,Midtown Pub,Apr-12,13141.80,9199.25,,,
Sigonella,2596,Midtown Pub,May-12,2696.00,1887.20,,,
Sigonella,2596,Midtown Pub,Jun-12,4171.20,2919.85,,,
Sigonella,2596,Midtown Pub,Jul-12,12171.45,8520.05,,,
Sigonella,2596,Midtown Pub,Aug-12,4184.10,2928.85,,,
Sigonella,2596,Midtown Pub,Sep-12,(164.20),(114.90),162437.80,113706.60,
Sigonella,2596,Midtown Pub,Oct-12,18127.60,12689.30,,,
Sigonella,2596,Midtown Pub,Nov-12,20813.55,14569.50,,,
Sigonella,2596,Midtown Pub,Dec-12,21877.95,15314.60,,,
Sigonella,2596,Midtown Pub,Jan-13,37678.10,26374.70,,,
Sigonella,2596,Midtown Pub,Feb-13,15404.70,10783.30,,,
Sigonella,2596,Midtown Pub,Mar-13,9196.80,8286.50,,,
Sigonella,2596,Midtown Pub,Apr-13,25220.95,15805.95,,,
Sigonella,2596,Midtown Pub,May-13,8451.00,5915.70,,,
Sigonella,2596,Midtown Pub,Jun-13,(788.35),617.50,,,
Sigonella,2596,Midtown Pub,Jul-13,27607.75,18156.10,,,
Sigonella,2596,Midtown Pub,Aug-13,6761.50,4733.05,,,
Sigonella,2596,Midtown Pub,Sep-13,7696.00,5387.20,198047.55,138633.40,
Sigonella,2596,Midtown Pub,Oct-13,28093.90,19665.70,,,
Sigonella,2596,Midtown Pub,Nov-13,14189.50,11771.25,,,
Sigonella,2596,Midtown Pub,Dec-13,9598.90,4880.60,,,
Sigonella,2596,Midtown Pub,Jan-14,9868.20,6907.75,,,
Sigonella,2596,Midtown Pub,Feb-14,13790.58,11747.80,,,
Sigonella,2596,Midtown Pub,Mar-14,4676.77,4835.65,,,
Sigonella,2596,Midtown Pub,Apr-14,9880.75,4102.00,,,
Sigonella,2596,Midtown Pub,May-14,22200.40,14698.50,,,
Sigonella,2596,Midtown Pub,Jun-14,1436.25,1005.40,,,
Sigonella,2596,Midtown Pub,Jul-14,16551.00,11585.70,,,
Sigonella,2596,Midtown Pub,Aug-14,7512.90,5259.05,,,
Sigonella,2596,Midtown Pub,Sep-14,12047.00,8432.90,149846.15,104892.30,
Sigonella,2596,Midtown Pub,Oct-14,4392.30,3074.60,,,
Sigonella,2596,Midtown Pub,Nov-14,13425.10,10509.15,,,
Sigonella,2596,Midtown Pub,Dec-14,13832.40,8571.10,,,
Sigonella,2596,Midtown Pub,Jan-15,9597.10,6718.00,,,
Sigonella,2596,Midtown Pub,Feb-15,2419.85,1693.90,,,
Sigonella,2596,Midtown Pub,Mar-15,17374.85,12162.40,,,
Sigonella,2596,Midtown Pub,Apr-15,3757.70,2630.40,,,
Sigonella,2596,Midtown Pub,May-15,11842.00,8289.40,,,
Sigonella,2596,Midtown Pub,Jun-15,8602.50,6021.80,,,
Sigonella,2596,Midtown Pub,Jul-15,8441.20,5908.85,,,
Sigonella,2596,Midtown Pub,Aug-15,2623.75,1836.65,,,
Sigonella,2596,Midtown Pub,Sep-15,3074.00,2151.80,99382.75,69568.05,
Sigonella,2596,Midtown Pub,Oct-15,1405.30,1543.70,,,
Sigonella,2596,Midtown Pub,Nov-15,9206.00,6444.20,,,
Sigonella,2596,Midtown Pub,Dec-15,8541.00,5418.70,,,
Sigonella,2596,Midtown Pub,Jan-16,9053.00,6337.10,,,
Sigonella,2596,Midtown Pub,Feb-16,7421.00,5194.70,,,
Sigonella,2596,Midtown Pub,Mar-16,5616.00,3931.20,,,
Sigonella,2596,Midtown Pub,Apr-16,2379.55,2591.40,,,
Sigonella,2596,Midtown Pub,May-16,10926.50,7648.55,,,
Sigonella,2596,Midtown Pub,Jun-16,206.40,144.50,,,
Sigonella,2596,Midtown Pub,Jul-16,70.00,49.00,,,
Sigonella,2596,Midtown Pub,Aug-16,233.00,163.10,,,
Sigonella,2596,Midtown Pub,Sep-16,2263.20,1584.25,57320.95,41050.40,
Sigonella,2596,Midtown Pub,Oct-16,7879.00,5515.30,,,
Sigonella,2596,Midtown Pub,Nov-16,4645.00,3251.50,,,
Sigonella,2596,Midtown Pub,Dec-16,2267.85,1587.50,,,
Sigonella,2596,Midtown Pub,Jan-17,2587.00,1810.90,,,
Sigonella,2596,Midtown Pub,Feb-17,3113.00,2179.10,,,
Sigonella,2596,Midtown Pub,Mar-17,1764.00,1234.80,,,
Sigonella,2596,Midtown Pub,Apr-17,3864.00,2704.80,,,
Sigonella,2596,Midtown Pub,May-17,7929.00,5550.30,,,
Sigonella,2596,Midtown Pub,Jun-17,6684.00,4678.80,,,
Sigonella,2596,Midtown Pub,Jul-17,3276.00,2293.20,,,
Sigonella,2596,Midtown Pub,Aug-17,102.00,71.40,,,
Sigonella,2596,Midtown Pub,Sep-17,47.00,32.90,44157.85,30910.50,
Sigonella,2596,Midtown Pub,Oct-17,(4166.00),(2916.20),,,
Sigonella,2596,Midtown Pub,Nov-17,(2188.00),(1531.60),,,
Sigonella,2596,Midtown Pub,Dec-17,1202.00,841.40,,,
Sigonella,2596,Midtown Pub,Jan-18,1145.50,801.85,,,
Sigonella,2596,Midtown Pub,Feb-18,50.00,35.00,,,
Sigonella,2596,Midtown Pub,Mar-18,12.00,8.40,,,
Sigonella,2596,Midtown Pub,Apr-18,12.00,8.40,,,
Sigonella,2596,Midtown Pub,May-18,610.00,427.00,,,
Sigonella,2596,Midtown Pub,Jun-18,,,,,
Sigonella,2596,Midtown Pub,Jul-18,(3091.10),(2163.77),,,
Sigonella,2596,Midtown Pub,Aug-18,,,,,
Sigonella,2596,Midtown Pub,Sep-18,,,(6413.60),(4489.52),
Sigonella,2597,Jox Sports Bar 201401,Oct-08,59030.96,41698.55,,,
Sigonella,2597,Jox Sports Bar 201401,Nov-08,43469.12,29922.75,,,
Sigonella,2597,Jox Sports Bar 201401,Dec-08,61242.02,43645.80,,,
Sigonella,2597,Jox Sports Bar 201401,Jan-09,46533.45,33263.90,,,
Sigonella,2597,Jox Sports Bar 201401,Feb-09,42238.86,29610.85,,,
Sigonella,2597,Jox Sports Bar 201401,Mar-09,38881.09,27341.30,,,
Sigonella,2597,Jox Sports Bar 201401,Apr-09,57517.66,40517.05,,,
Sigonella,2597,Jox Sports Bar 201401,May-09,40649.93,28809.35,,,
Sigonella,2597,Jox Sports Bar 201401,Jun-09,28820.24,18714.35,,,
Sigonella,2597,Jox Sports Bar 201401,Jul-09,45797.72,32996.55,,,
Sigonella,2597,Jox Sports Bar 201401,Aug-09,35017.91,23776.30,,,
Sigonella,2597,Jox Sports Bar 201401,Sep-09,41650.86,28756.65,540849.82,379053.40,
Sigonella,2597,Jox Sports Bar 201401,Oct-09,55743.90,38599.35,,,
Sigonella,2597,Jox Sports Bar 201401,Nov-09,28802.20,19903.95,,,
Sigonella,2597,Jox Sports Bar 201401,Dec-09,32264.20,22584.95,,,
Sigonella,2597,Jox Sports Bar 201401,Jan-10,16525.74,12232.75,,,
Sigonella,2597,Jox Sports Bar 201401,Feb-10,15450.62,10693.15,,,
Sigonella,2597,Jox Sports Bar 201401,Mar-10,25510.85,18365.05,,,
Sigonella,2597,Jox Sports Bar 201401,Apr-10,19936.82,13961.60,,,
Sigonella,2597,Jox Sports Bar 201401,May-10,27080.53,18989.90,,,
Sigonella,2597,Jox Sports Bar 201401,Jun-10,19372.52,13136.75,,,
Sigonella,2597,Jox Sports Bar 201401,Jul-10,13832.03,9881.55,,,
Sigonella,2597,Jox Sports Bar 201401,Aug-10,24136.05,16737.55,,,
Sigonella,2597,Jox Sports Bar 201401,Sep-10,34364.05,23259.05,313019.51,218345.60,
Sigonella,2597,Jox Sports Bar 201401,Oct-10,28083.65,20056.65,,,
Sigonella,2597,Jox Sports Bar 201401,Nov-10,18183.20,12800.05,,,
Sigonella,2597,Jox Sports Bar 201401,Dec-10,15872.17,11149.80,,,
Sigonella,2597,Jox Sports Bar 201401,Jan-11,13834.37,9511.00,,,
Sigonella,2597,Jox Sports Bar 201401,Feb-11,11495.95,8047.15,,,
Sigonella,2597,Jox Sports Bar 201401,Mar-11,31144.19,21958.85,,,
Sigonella,2597,Jox Sports Bar 201401,Apr-11,5792.97,4375.70,,,
Sigonella,2597,Jox Sports Bar 201401,May-11,21801.93,14878.00,,,
Sigonella,2597,Jox Sports Bar 201401,Jun-11,31516.42,22182.30,,,
Sigonella,2597,Jox Sports Bar 201401,Jul-11,25777.13,17955.00,,,
Sigonella,2597,Jox Sports Bar 201401,Aug-11,15622.40,10774.60,,,
Sigonella,2597,Jox Sports Bar 201401,Sep-11,20030.96,13841.30,239155.34,167530.40,
Sigonella,2597,Jox Sports Bar 201401,Oct-11,23886.17,16631.30,,,
Sigonella,2597,Jox Sports Bar 201401,Nov-11,15455.66,10803.35,,,
Sigonella,2597,Jox Sports Bar 201401,Dec-11,26186.73,18948.00,,,
Sigonella,2597,Jox Sports Bar 201401,Jan-12,10277.55,6892.20,,,
Sigonella,2597,Jox Sports Bar 201401,Feb-12,7587.47,5826.65,,,
Sigonella,2597,Jox Sports Bar 201401,Mar-12,13164.72,9141.65,,,
Sigonella,2597,Jox Sports Bar 201401,Apr-12,14581.78,10355.65,,,
Sigonella,2597,Jox Sports Bar 201401,May-12,29615.71,20734.80,,,
Sigonella,2597,Jox Sports Bar 201401,Jun-12,25358.30,17696.60,,,
Sigonella,2597,Jox Sports Bar 201401,Jul-12,7495.76,6743.70,,,
Sigonella,2597,Jox Sports Bar 201401,Aug-12,24934.67,15264.40,,,
Sigonella,2597,Jox Sports Bar 201401,Sep-12,8233.37,6035.95,206777.89,145074.25,
Sigonella,2597,Jox Sports Bar 201401,Oct-12,35124.26,25531.55,,,
Sigonella,2597,Jox Sports Bar 201401,Nov-12,29655.20,19919.50,,,
Sigonella,2597,Jox Sports Bar 201401,Dec-12,25750.32,18816.05,,,
