Region,FONUM,FOSHORT,Loc,LNAME,Asset,Class,Desc,Type,Acquire,Effective,SerialNum,Age,Years_in_Storage,Month,Age_int,Years_in_Storage_float,Years_in_Storage_int,BaseName_match,match_score,match_country,Latitude,Longitude
Japan,26,OKINAWA,1103,OKINAWA F. O.,332424,60,IGT iGAME COYOTE MOON 40L5C 01 683,11/1/2001,11/5/2019,332424-1116702,19,1.0,0,April 2021,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332428,60,IGT iGAME AZTEC TEMPLE 243 01 579,11/1/2001,8/12/2020,332428-1116720,19,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332431,60,IGT iGAME AZTEC TEMPLE 243 01 579,11/1/2001,11/5/2019,332431-1117089,19,1.0,0,April 2021,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332432,60,IGT iGAME AZTEC TEMPLE 243 01 579,11/1/2001,8/12/2020,332432-1117085,19,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332434,60,IGT iGAME COYOTE MOON 40L5C 01 683,11/1/2001,10/28/2020,332434-1116726,19,0.0,7,April 2021,0,7.0,7,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332895,60,IGT iGAME COYOTE MOON 40L5C 01 683,8/6/2003,11/5/2019,332895-1190982,17,1.0,0,April 2021,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332897,60,IGT iGAME CARNIVAL MYS 243 01 580,8/6/2003,10/26/2019,332897-1190983,17,1.0,0,April 2021,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332908,60,IGT iGAME COYOTE MOON 40L5C 01 683,2/1/2003,10/26/2019,332908-1190803,18,1.0,0,April 2021,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332910,60,IGT iGAME CARNIVAL MYS 243 01 580,2/1/2003,8/12/2020,332910-1190802,18,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332911,60,IGT iGAME TWIN WIN 15L3C 689,2/1/2003,10/26/2019,332911-1190788,18,1.0,0,April 2021,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332914,60,IGT iGAME TWIN WIN 15L3C 689,2/1/2003,11/5/2019,332914-1190784,18,1.0,0,April 2021,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332916,60,IGT iGAME AZTEC TEMPLE 243 01 579,2/1/2003,10/26/2019,332916-1190801,18,1.0,0,April 2021,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332917,60,IGT iGAME TWIN WIN 15L3C 689,2/1/2003,10/26/2019,332917-1190787,18,1.0,0,April 2021,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332924,60,IGT iGAME CARNIVAL MYS 243 01 580,2/1/2003,8/12/2020,332924-1190789,18,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332927,60,IGT iGAME AZTEC TEMPLE 243 01 579,2/1/2003,11/5/2019,332927-1190785,18,1.0,0,April 2021,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332935,60,IGT iGAME CARNIVAL MYS 243 01 580,1/1/2003,11/5/2019,332935-1190754,18,1.0,0,April 2021,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332942,70,DIEBOLD ACM 9001,2/15/2003,3/23/2021,332942-R10620537523,18,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333213,70,DIEBOLD ACM 9001,10/30/2003,4/20/2016,333213-R10620538914,17,5.0,0,April 2021,5,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333366,70,ITC Smart Card Dispenser 1018,8/21/2004,6/5/2014,333366-26987,16,6.0,0,April 2021,6,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333369,70,ITC Smart Card Dispenser 1018,8/21/2004,3/18/2021,333369-26992,16,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333377,70,DIEBOLD ACM 9001,8/21/2004,3/18/2021,333377-R106205-38673,16,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333458,70,ITC Smart Card Dispenser 1018,9/27/2003,3/23/2021,333458-23725,17,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333466,70,ITC Smart Card Dispenser 1018,10/21/2003,3/23/2021,333466-23724,17,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333630,60,IGT iGAME CARNIVAL MYS 243 01 580,8/21/2004,4/8/2021,333630-1383694,16,0.0,1,April 2021,0,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333631,60,IGT GAME KING CL IFACE 210 228,8/21/2004,11/7/2020,333631-1383695,16,0.0,6,April 2021,0,6.0,6,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333636,60,IGT GAME KING CL IFACE 210 228,8/21/2004,4/8/2021,333636-1383700,16,0.0,1,April 2021,0,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333646,60,IGT CLEOPATRA II 20L 10C .01 1280,8/21/2004,8/5/2020,333646-1383864,16,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333706,60,IGT iGAME AZTEC TEMPLE 243 01 579,8/21/2004,3/23/2021,333706-1384188,16,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333720,60,IGT iGAME AZTEC TEMPLE 243 01 579,8/21/2004,10/8/2020,333720-1384202,16,0.0,7,April 2021,0,7.0,7,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333769,60,IGT iGAME CARNIVAL MYS 243 01 580,8/21/2004,10/8/2020,333769-1384406,16,0.0,7,April 2021,0,7.0,7,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333777,60,IGT DRAGON PHOENIX 20L 10C .01 1284,8/21/2004,11/2/2020,333777-1384414,16,0.0,6,April 2021,0,6.0,6,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,334158,60,IGT GAME KING CL IFACE 210 228,11/2/2004,8/5/2020,334158-1407116,16,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,334182,60,IGT SOUTH PACIFIC 20C 10L .01 797,11/2/2004,4/8/2021,334182-1407558,16,0.0,1,April 2021,0,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,334896,60,NOV NOVOSTAR 4ST MULTI-DENOM 4016,9/16/2016,3/23/2021,334896-132828,4,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,334900,60,NOV NOVOSTAR 6ST MULTI-DENOM 4018,9/16/2016,3/23/2021,334900-186061,4,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,334910,70,ITC Smart Card Dispenser 1018,2/24/2006,5/22/2009,334910-490533633,15,11.0,0,April 2021,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,334964,70,DIEBOLD ACM 9001,2/24/2006,3/26/2008,334964-R106205-38899,15,13.0,0,April 2021,13,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336154,60,NOV PREM V+ 1ST MULTI-DENOM 4007,8/23/2008,4/8/2021,336154-346823,12,0.0,1,April 2021,0,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336157,60,NOV PREM V+ 1ST MULTI-DENOM 4007,8/23/2008,8/12/2020,336157-346820,12,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336165,60,NOV PREM V+ 6ST MULTI-DENOM 4011,8/23/2008,8/12/2020,336165-346863,12,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336170,60,IGT TRIPLE FORTUNE DRAGON AVP 1603,10/15/2008,4/9/2021,336170-1903745,12,0.0,1,April 2021,0,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336176,60,IGT GAME KING AVP 1501,10/15/2008,4/9/2021,336176-1903742,12,0.0,1,April 2021,0,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336179,60,WMS BBII MULTI GAME CHEST 4 1838,10/16/2008,3/18/2021,336179-W2204484,12,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336181,60,WMS BBII MULTI GAME CHEST 4 1838,10/16/2008,9/2/2020,336181-W2204487,12,0.0,8,April 2021,0,8.0,8,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336183,60,WMS BBII MULTI GAME CHEST 1 1837,10/16/2008,9/2/2020,336183-W2204492,12,0.0,8,April 2021,0,8.0,8,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336185,60,WMS BBII MULTI GAME CHEST 4 1838,10/16/2008,8/24/2018,336185-W2204482,12,2.0,0,April 2021,2,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336186,60,WMS BBII MULTI GAME CHEST 4 1838,10/16/2008,10/14/2020,336186-W2204488,12,0.0,7,April 2021,0,7.0,7,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336187,60,WMS BBII MULTI GAME CHEST 1 1837,10/16/2008,8/24/2018,336187-W2204494,12,2.0,0,April 2021,2,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336188,60,WMS BBII MULTI GAME CHEST 1 1837,10/16/2008,10/14/2020,336188-W2204491,12,0.0,7,April 2021,0,7.0,7,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336189,60,WMS BBII MULTI GAME CHEST 4 1838,10/16/2008,8/24/2018,336189-W2204486,12,2.0,0,April 2021,2,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336231,60,BAL V20/20 AMERICAN ORIGINAL 1723,11/26/2008,3/18/2021,336231-V080818756,12,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336246,60,NOV PREM V+ 1ST MULTI-DENOM 4007,9/1/2009,8/5/2020,336246-454023,11,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336355,60,NOV PREM V+ 3ST MULTI-DENOM 4008,9/1/2009,8/5/2020,336355-454018,11,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336356,60,NOV PREM V+ 1ST MULTI-DENOM 4007,9/1/2009,8/5/2020,336356-454019,11,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336357,60,NOV PREM V+ 6ST MULTI-DENOM 4011,9/1/2009,8/5/2020,336357-454034,11,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336358,60,NOV PREM V+ 3ST MULTI-DENOM 4008,9/1/2009,8/5/2020,336358-454029,11,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336360,60,NOV PREM V+ 1ST MULTI-DENOM 4007,9/1/2009,8/5/2020,336360-454033,11,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336361,60,NOV PREM V+ 1ST MULTI-DENOM 4007,9/1/2009,8/5/2020,336361-454032,11,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336362,60,NOV PREM V+ 3ST MULTI-DENOM 4008,9/1/2009,8/5/2020,336362-454017,11,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336364,60,NOV PREM V+ 3ST MULTI-DENOM 4008,9/1/2009,8/5/2020,336364-454030,11,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336366,60,NOV PREM V+ 6ST MULTI-DENOM 4011,9/1/2009,8/5/2020,336366-454013,11,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336367,60,NOV PREM V+ 6ST MULTI-DENOM 4011,9/1/2009,8/5/2020,336367-454014,11,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336368,60,NOV PREM V+ 1ST MULTI-DENOM 4007,9/1/2009,8/5/2020,336368-454012,11,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336373,60,BAL S9 QH STARS&BARS 25L10C 771,10/6/2009,6/1/2019,336373-S070919426,11,1.0,0,April 2021,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336386,60,NOV PREM V+ 3ST MULTI-DENOM 4008,12/23/2009,8/12/2020,336386-447001,11,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336387,60,NOV PREM V+ 1ST MULTI-DENOM 4007,12/23/2009,3/18/2021,336387-447002,11,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336389,60,NOV PREM V+ 1ST MULTI-DENOM 4007,12/23/2009,8/12/2020,336389-447004,11,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336400,60,NOV NOVOSTAR 6ST MULTI-DENOM 4018,9/16/2016,3/23/2021,336400-186051,4,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336405,60,AIN/A560 MULTI WIN2 (SAP-MJP) 1371,8/22/2014,8/5/2020,336405-XAR568945,6,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336412,60,AIN/A560 MULTI WIN2 (SAP-MJP) 1371,8/22/2014,3/23/2021,336412-XAR568952,6,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336446,60,AIN A560 MULTI WIN4 (SAP) 1372,3/11/2015,3/23/2021,336446-XAR662392,6,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336447,60,WMS BLADE MULTI CHEST 2 1856,10/3/2015,4/8/2021,336447-5091350,5,0.0,1,April 2021,0,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336506,60,BAL V22/22 88 FORTUNES 3234,10/24/2015,3/23/2021,336506-B150734303,5,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336533,60,WMS BLADE MULTI CHEST 6 1869,3/12/2015,3/18/2021,336533-5077265,6,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336535,60,WMS BLADE MULTI CHEST 6 1869,3/12/2015,12/13/2018,336535-5077267,6,2.0,0,April 2021,2,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336549,60,NOV NOVOSTAR 5ST MULTI-DENOM 4017,9/16/2016,3/23/2021,336549-145070,4,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336551,60,BAL V22/22 BIG RED LANTERN 3233,11/8/2016,3/23/2021,336551-B160874477,4,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336552,60,BAL V22/22 QUICK HIT WILD BLUE 3231,11/8/2016,3/23/2021,336552-B160874484,4,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336555,60,BAL PRO CURVE QHBG 3200,11/8/2016,3/23/2021,336555-B160874489,4,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336567,60,WMS BLADE MULTI CHEST 6 1869,12/21/2016,9/2/2020,336567-5105416,4,0.0,8,April 2021,0,8.0,8,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336569,60,WMS BLADE MULTI CHEST 6 1869,12/21/2016,9/2/2020,336569-5105418,4,0.0,8,April 2021,0,8.0,8,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336649,60,NOVOSTAR 4sT 3181,10/7/2016,4/22/2020,336649-132543,4,1.0,0,April 2021,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336813,60,BAL V22/22 88 FORTUNES 3234,2/27/2015,3/23/2021,336813-B141219204,6,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336891,60,BAL V22/22 88 FORTUNES 3234,8/26/2015,3/23/2021,336891-B150531091,5,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336899,60,NOVOSTAR 5sT 3183,10/7/2016,4/22/2020,336899-143875,4,1.0,0,April 2021,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337023,60,BAL V22/22 88 FORTUNES 3234,9/18/2015,3/23/2021,337023-B150734397,5,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337308,60,AIN A600 MEGA CHOICE T(SAP-JP) 3361,8/31/2017,8/5/2020,337308-XAR680388,3,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337541,60,KON CONC SELEXION 4 3503,10/30/2018,3/18/2021,337541-142059,2,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337547,60,IGT CRYSTAL/DUAL MULTI 702 1951,10/28/2018,3/18/2021,337547-2421679,2,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337710,60,BAL S9E TR DRAGON DYNASTY 1781,1/22/2010,12/23/2016,337710-T091100133,11,4.0,0,April 2021,4,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337730,60,BAL V22/22 QUICK HIT WILD RED 3230,11/8/2016,3/23/2021,337730-B160874487,4,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337901,60,WMS BLADE MULTI CHEST 4 1867,12/21/2016,3/23/2021,337901-5105414,4,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337910,60,AIN/A560 MULTI WIN13 (SAP) 1376,1/13/2017,8/5/2020,337910-XAR672761,4,0.0,9,April 2021,0,9.0,9,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337915,60,AIN/A560 MULTI WIN13 (SAP) 1376,1/21/2017,3/23/2021,337915-XAR672755,4,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337917,60,AIN/A560 MULTI WIN13 (SAP) 1376,1/21/2017,3/23/2021,337917-XAR672763,4,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,338051,60,IGT AXXIS 23/23 HD8 1930,12/28/2018,3/23/2021,338051-2372633,2,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,338052,60,IGT AXXIS 23/23 HD8 1930,12/28/2018,3/23/2021,338052-2372705,2,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,338056,60,KON CONC SELEXION MULTI 12 3511,4/3/2019,3/23/2021,338056-146184,2,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,338059,60,KON CONC SELEXION MULTI 10 3509,4/3/2019,3/23/2021,338059-146181,2,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,338090,60,BAL J43 JIN-JI BAO XI R/F MLP 3665,7/15/2020,3/23/2021,338090-5169841,0,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,338257,60,BAL J43 JIN JI BAO XI E/T MLP 3679,7/15/2020,3/23/2021,338257-5169842,0,0.0,2,April 2021,0,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,117547,740,IBM SUREPOS 4852 2038,9/23/2010,7/2/2011,117547-41C8866,10,9.0,0,April 2021,9,0.0,0,Iwakuni,1.0,Japan,34.166562,132.21885
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,334778,70,DIEBOLD ACM 9001,3/4/2006,7/2/2011,334778-R106205-38734,15,9.0,0,April 2021,9,0.0,0,Iwakuni,1.0,Japan,34.166562,132.21885
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,336496,60,WMS BLADE MULTI CHEST 6 1869,3/23/2015,7/16/2020,336496-5077246,6,0.0,10,April 2021,0,10.0,10,Iwakuni,1.0,Japan,34.166562,132.21885
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,336498,60,WMS BLADE MULTI CHEST 6 1869,3/23/2015,7/16/2020,336498-5077260,6,0.0,10,April 2021,0,10.0,10,Iwakuni,1.0,Japan,34.166562,132.21885
Europe,49,EDO LAB,1375,EUROPE DIST OFC,335992,60,NOV PREM V+ 1ST MULTI-DENOM 4007,10/1/2009,3/4/2021,335992-455993,11,0.0,2,April 2021,0,2.0,2,,0.5714285714285714,,,
Europe,49,EDO LAB,1375,EUROPE DIST OFC,335993,60,NOV PREM V+ 4ST MULTI-DENOM 4009,10/1/2009,3/4/2021,335993-456001,11,0.0,2,April 2021,0,2.0,2,,0.5714285714285714,,,
Europe,49,EDO LAB,1375,EUROPE DIST OFC,335994,60,NOV PREM V+ 5ST MULTI-DENOM 4010,10/1/2009,3/4/2021,335994-456000,11,0.0,2,April 2021,0,2.0,2,,0.5714285714285714,,,
Europe,49,EDO LAB,1375,EUROPE DIST OFC,336111,60,NOV PREM V+ 6ST MULTI-DENOM 4011,10/17/2008,3/4/2021,336111-345266,12,0.0,2,April 2021,0,2.0,2,,0.5714285714285714,,,
Europe,49,EDO LAB,1375,EUROPE DIST OFC,336113,60,NOV PREM V+ 6ST MULTI-DENOM 4011,10/17/2008,3/4/2021,336113-345270,12,0.0,2,April 2021,0,2.0,2,,0.5714285714285714,,,
Europe,49,EDO LAB,1375,EUROPE DIST OFC,337170,60,WMS BLADE MULTI CHEST 4 1867,11/18/2016,3/4/2021,337170-5102877,4,0.0,2,April 2021,0,2.0,2,,0.5714285714285714,,,
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130590,740,IBM SUREPOS 4852 2038,10/15/2010,2/3/2021,130590-41D1075,10,0.0,3,April 2021,0,3.0,3,,0.5714285714285714,,,
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130633,740,IBM SUREPOS 4852 2038,10/15/2010,2/4/2021,130633-41D0324,10,0.0,3,April 2021,0,3.0,3,,0.5714285714285714,,,
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130635,740,IBM SUREPOS 4852 2038,10/15/2010,2/4/2021,130635-41D2741,10,0.0,3,April 2021,0,3.0,3,,0.5714285714285714,,,
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130636,740,IBM SUREPOS 4852 2038,10/15/2010,2/4/2021,130636-41D2144,10,0.0,3,April 2021,0,3.0,3,,0.5714285714285714,,,
