Region,FONUM,FOSHORT,Loc,LNAME,Asset,Class,Desc,Type,Acquire,Effective,SerialNum,Age,Years_in_Storage,Month,Age_int,Years_in_Storage_float,Years_in_Storage_int,BaseName_match,match_score,match_country,Latitude,Longitude
Japan,26,OKINAWA,1103,OKINAWA F. O.,332420,60,IGT iGAME CARNIVAL MYS 243 01,580,11/1/2001,11/5/2019,332420-1116728,18,0.0,October 2020,18,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332424,60,IGT iGAME COYOTE MOON 40L5C 01,683,11/1/2001,11/5/2019,332424-1116702,18,0.0,October 2020,18,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332428,60,IGT iGAME AZTEC TEMPLE 243 01,579,11/1/2001,8/12/2020,332428-1116720,18,0.0,October 2020,18,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332431,60,IGT iGAME AZTEC TEMPLE 243 01,579,11/1/2001,11/5/2019,332431-1117089,18,0.0,October 2020,18,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332432,60,IGT iGAME AZTEC TEMPLE 243 01,579,11/1/2001,8/12/2020,332432-1117085,18,0.0,October 2020,18,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332434,60,IGT iGAME COYOTE MOON 40L5C 01,683,11/1/2001,10/28/2020,332434-1116726,18,0.0,October 2020,18,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332895,60,IGT iGAME COYOTE MOON 40L5C 01,683,8/6/2003,11/5/2019,332895-1190982,17,0.0,October 2020,17,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332910,60,IGT iGAME CARNIVAL MYS 243 01,580,2/1/2003,8/12/2020,332910-1190802,17,0.0,October 2020,17,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332914,60,IGT iGAME TWIN WIN 15L3C,689,2/1/2003,11/5/2019,332914-1190784,17,0.0,October 2020,17,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332924,60,IGT iGAME CARNIVAL MYS 243 01,580,2/1/2003,8/12/2020,332924-1190789,17,0.0,October 2020,17,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332927,60,IGT iGAME AZTEC TEMPLE 243 01,579,2/1/2003,11/5/2019,332927-1190785,17,0.0,October 2020,17,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332935,60,IGT iGAME CARNIVAL MYS 243 01,580,1/1/2003,11/5/2019,332935-1190754,17,0.0,October 2020,17,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333646,60,IGT CLEOPATRA II 20L 10C .01,1280,8/21/2004,8/5/2020,333646-1383864,16,0.0,October 2020,16,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333720,60,IGT iGAME AZTEC TEMPLE 243 01,579,8/21/2004,10/8/2020,333720-1384202,16,0.0,October 2020,16,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333769,60,IGT iGAME CARNIVAL MYS 243 01,580,8/21/2004,10/8/2020,333769-1384406,16,0.0,October 2020,16,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,334158,60,IGT GAME KING CL IFACE 210,228,11/2/2004,8/5/2020,334158-1407116,15,0.0,October 2020,15,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336157,60,NOV PREM V+ 1ST MULTI-DENOM,4007,8/23/2008,8/12/2020,336157-346820,12,0.0,October 2020,12,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336165,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/23/2008,8/12/2020,336165-346863,12,0.0,October 2020,12,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336181,60,WMS BBII MULTI GAME CHEST 4,1838,10/16/2008,9/2/2020,336181-W2204487,12,0.0,October 2020,12,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336183,60,WMS BBII MULTI GAME CHEST 1,1837,10/16/2008,9/2/2020,336183-W2204492,12,0.0,October 2020,12,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336186,60,WMS BBII MULTI GAME CHEST 4,1838,10/16/2008,10/14/2020,336186-W2204488,12,0.0,October 2020,12,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336188,60,WMS BBII MULTI GAME CHEST 1,1837,10/16/2008,10/14/2020,336188-W2204491,12,0.0,October 2020,12,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336246,60,NOV PREM V+ 1ST MULTI-DENOM,4007,9/1/2009,8/5/2020,336246-454023,11,0.0,October 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336355,60,NOV PREM V+ 3ST MULTI-DENOM,4008,9/1/2009,8/5/2020,336355-454018,11,0.0,October 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336356,60,NOV PREM V+ 1ST MULTI-DENOM,4007,9/1/2009,8/5/2020,336356-454019,11,0.0,October 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336357,60,NOV PREM V+ 6ST MULTI-DENOM,4011,9/1/2009,8/5/2020,336357-454034,11,0.0,October 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336358,60,NOV PREM V+ 3ST MULTI-DENOM,4008,9/1/2009,8/5/2020,336358-454029,11,0.0,October 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336360,60,NOV PREM V+ 1ST MULTI-DENOM,4007,9/1/2009,8/5/2020,336360-454033,11,0.0,October 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336361,60,NOV PREM V+ 1ST MULTI-DENOM,4007,9/1/2009,8/5/2020,336361-454032,11,0.0,October 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336362,60,NOV PREM V+ 3ST MULTI-DENOM,4008,9/1/2009,8/5/2020,336362-454017,11,0.0,October 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336364,60,NOV PREM V+ 3ST MULTI-DENOM,4008,9/1/2009,8/5/2020,336364-454030,11,0.0,October 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336366,60,NOV PREM V+ 6ST MULTI-DENOM,4011,9/1/2009,8/5/2020,336366-454013,11,0.0,October 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336367,60,NOV PREM V+ 6ST MULTI-DENOM,4011,9/1/2009,8/5/2020,336367-454014,11,0.0,October 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336368,60,NOV PREM V+ 1ST MULTI-DENOM,4007,9/1/2009,8/5/2020,336368-454012,11,0.0,October 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336386,60,NOV PREM V+ 3ST MULTI-DENOM,4008,12/23/2009,8/12/2020,336386-447001,10,0.0,October 2020,10,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336389,60,NOV PREM V+ 1ST MULTI-DENOM,4007,12/23/2009,8/12/2020,336389-447004,10,0.0,October 2020,10,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336405,60,AIN/A560 MULTI WIN2 (SAP-MJP),1371,8/22/2014,8/5/2020,336405-XAR568945,6,0.0,October 2020,6,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336567,60,WMS BLADE MULTI CHEST 6,1869,12/21/2016,9/2/2020,336567-5105416,3,0.0,October 2020,3,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336569,60,WMS BLADE MULTI CHEST 6,1869,12/21/2016,9/2/2020,336569-5105418,3,0.0,October 2020,3,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336649,60,NOVOSTAR 4sT,3181,10/7/2016,4/22/2020,336649-132543,4,0.0,October 2020,4,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336891,60,BAL V22/22 88 FORTUNES,3234,8/26/2015,4/22/2020,336891-B150531091,5,0.0,October 2020,5,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336899,60,NOVOSTAR 5sT,3183,10/7/2016,4/22/2020,336899-143875,4,0.0,October 2020,4,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336900,60,NOVOSTAR 5sT,3183,10/7/2016,4/22/2020,336900-143876,4,0.0,October 2020,4,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337066,60,NOVOSTAR 6sT,3185,10/7/2016,4/22/2020,337066-173368,4,0.0,October 2020,4,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337308,60,AIN A600 MEGA CHOICE T(SAP-JP),3361,8/31/2017,8/5/2020,337308-XAR680388,3,0.0,October 2020,3,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337521,60,IGT CRYSTAL/DUAL MULTI 702,1951,12/23/2017,8/5/2020,337521-2384746,2,0.0,October 2020,2,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337723,60,NOV DOMINATOR MIX1,3075,3/14/2014,8/5/2020,337723-618396,6,0.0,October 2020,6,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337910,60,AIN/A560 MULTI WIN13 (SAP),1376,1/13/2017,8/5/2020,337910-XAR672761,3,0.0,October 2020,3,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,338073,60,BAL J43 DANCING DRUMS MLP,3655,5/16/2019,9/2/2020,338073-5130267,1,0.0,October 2020,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,338087,60,IGT AXXIS 3D SPHINX 3D CLEORA,1910,8/2/2019,9/2/2020,338087-2145416,1,0.0,October 2020,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,338260,60,BAL J43 JIN-JI BAO XI R/F MLP,3665,7/15/2020,7/15/2020,338260-5169839,0,0.0,October 2020,0,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,336496,60,WMS BLADE MULTI CHEST 6,1869,3/23/2015,7/16/2020,336496-5077246,5,0.0,October 2020,5,0.0,0,Iwakuni,1.0,Japan,34.166562,132.21885
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,336498,60,WMS BLADE MULTI CHEST 6,1869,3/23/2015,7/16/2020,336498-5077260,5,0.0,October 2020,5,0.0,0,Iwakuni,1.0,Japan,34.166562,132.21885
Europe,49,EDO LAB,1375,EUROPE DIST OFC,333091,60,IGT GAME KING CL IFACE 210,228,12/2/2004,1/30/2020,333091-1406885,15,0.0,October 2020,15,0.0,0,,0.5714285714285714,,,
Europe,49,EDO LAB,1375,EUROPE DIST OFC,336030,60,WMS BBII MULTI GAME CHEST 1,1837,7/30/2009,1/30/2020,336030-W2228411,11,0.0,October 2020,11,0.0,0,,0.5714285714285714,,,
Europe,46,VILSECK,1584,VILSECK F. O.,336451,60,BAL PRO CURVE QHBG (MLP),3216,3/7/2015,9/11/2020,336451-B141219222,5,0.0,October 2020,5,0.0,0,,0.5,,,
Europe,46,VILSECK,1584,VILSECK F. O.,336452,60,BAL PRO CURVE QHBG (MLP),3216,3/7/2015,9/11/2020,336452-B141219218,5,0.0,October 2020,5,0.0,0,,0.5,,,
Europe,46,VILSECK,1584,VILSECK F. O.,336453,60,BAL PRO CURVE QHBG (MLP),3216,3/7/2015,9/11/2020,336453-B141219219,5,0.0,October 2020,5,0.0,0,,0.5,,,
Europe,46,VILSECK,1584,VILSECK F. O.,336454,60,BAL PRO CURVE QHBG (MLP),3216,3/7/2015,9/11/2020,336454-B141219221,5,0.0,October 2020,5,0.0,0,,0.5,,,
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,336999,60,BAL J43 JIN-JI BAO XI R/F MLP,3665,10/10/2020,10/10/2020,336999-5169771,0,0.0,October 2020,0,0.0,0,Sigonella Sicily,0.72,Italy,37.401667,14.922222
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,337000,60,BAL J43 JIN-JI BAO XI R/F MLP,3665,10/10/2020,10/10/2020,337000-5169853,0,0.0,October 2020,0,0.0,0,Sigonella Sicily,0.72,Italy,37.401667,14.922222
Europe,42,NAPLES,2557,NAPLES F.O.,335121,60,NOV CF1+ ULT 10E,3103,1/6/2006,9/16/2020,335121-203703,14,0.0,October 2020,14,0.0,0,Naples,1.0,Italy,40.851775,14.268124
Europe,42,NAPLES,2557,NAPLES F.O.,335129,60,NOV CF1+ ULT 10F,3106,1/6/2006,10/2/2020,335129-203711,14,0.0,October 2020,14,0.0,0,Naples,1.0,Italy,40.851775,14.268124
Europe,42,NAPLES,2557,NAPLES F.O.,335140,60,NOV CF1+ ULT 10G,3109,2/10/2006,10/2/2020,335140-206941,14,0.0,October 2020,14,0.0,0,Naples,1.0,Italy,40.851775,14.268124
Europe,42,NAPLES,2557,NAPLES F.O.,336290,60,BAL V22/22 AMERICAN ORIGINAL,3229,2/10/2016,11/13/2019,336290-B150734287,4,0.0,October 2020,4,0.0,0,Naples,1.0,Italy,40.851775,14.268124
Europe,42,NAPLES,2557,NAPLES F.O.,336292,60,NOV NOVOSTAR 1ST MULTI-DENOM,4014,10/19/2016,11/13/2019,336292-134229,4,0.0,October 2020,4,0.0,0,Naples,1.0,Italy,40.851775,14.268124
Europe,42,NAPLES,2557,NAPLES F.O.,336296,60,NOV NOVOSTAR 6ST MULTI-DENOM,4018,10/19/2016,11/13/2019,336296-238890,4,0.0,October 2020,4,0.0,0,Naples,1.0,Italy,40.851775,14.268124
Europe,42,NAPLES,2557,NAPLES F.O.,337293,60,BAL PRO CURVE QHTB7'S (MLP),3211,12/6/2017,11/13/2019,337293-B170503014,2,0.0,October 2020,2,0.0,0,Naples,1.0,Italy,40.851775,14.268124
Europe,42,NAPLES,2557,NAPLES F.O.,337803,60,NOV PREM V+ 5ST MULTI-DENOM,4010,10/10/2009,11/13/2019,337803-455994,11,0.0,October 2020,11,0.0,0,Naples,1.0,Italy,40.851775,14.268124
Europe,42,NAPLES,2557,NAPLES F.O.,338107,60,BAL WAVE DRAGON SPIN,3710,9/2/2020,9/2/2020,338107-B140197202,0,0.0,October 2020,0,0.0,0,Naples,1.0,Italy,40.851775,14.268124
Europe,42,NAPLES,2557,NAPLES F.O.,338108,60,BAL WAVE DRAGON SPIN,3710,9/2/2020,9/2/2020,338108-B170396754,0,0.0,October 2020,0,0.0,0,Naples,1.0,Italy,40.851775,14.268124
Europe,42,NAPLES,2557,NAPLES F.O.,338109,60,BAL WAVE DRAGON SPIN,3710,9/2/2020,9/2/2020,338109-B170396756,0,0.0,October 2020,0,0.0,0,Naples,1.0,Italy,40.851775,14.268124
Europe,42,NAPLES,2557,NAPLES F.O.,338139,60,BAL WAVE DRAGON SPIN,3710,9/2/2020,9/2/2020,338139-5169773,0,0.0,October 2020,0,0.0,0,Naples,1.0,Italy,40.851775,14.268124
Europe,42,NAPLES,2557,NAPLES F.O.,338140,60,BAL WAVE DRAGON SPIN,3710,9/2/2020,9/2/2020,338140-5169774,0,0.0,October 2020,0,0.0,0,Naples,1.0,Italy,40.851775,14.268124
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,334257,60,NOV CF1+ ULT 10F,3106,7/13/2005,9/19/2020,334257-175963,15,0.0,October 2020,15,0.0,0,Stuttgart,1.0,Germany,48.775418,9.181759
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,334410,60,BAL PRO CURVE W/BANG WFFG,3206,10/20/2017,10/20/2020,334410-B170503003,3,0.0,October 2020,3,0.0,0,Stuttgart,1.0,Germany,48.775418,9.181759
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,334716,60,NOV CF1+ ULT 10B,3115,5/17/2006,9/19/2020,334716-221243,14,0.0,October 2020,14,0.0,0,Stuttgart,1.0,Germany,48.775418,9.181759
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,335377,60,NOV CF1+ ULT 10D,3100,2/18/2006,9/19/2020,335377-206963,14,0.0,October 2020,14,0.0,0,Stuttgart,1.0,Germany,48.775418,9.181759
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,335693,60,NOV PREM V+ 1ST MULTI-DENOM,4007,10/15/2008,9/19/2020,335693-345251,12,0.0,October 2020,12,0.0,0,Stuttgart,1.0,Germany,48.775418,9.181759
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,337552,60,BAL PRO CURVE QHTB7'S (MLP),3217,11/18/2017,10/20/2020,337552-B170502974,2,0.0,October 2020,2,0.0,0,Stuttgart,1.0,Germany,48.775418,9.181759
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,337553,60,BAL PRO CURVE QHTB7'S (MLP),3217,11/18/2017,10/20/2020,337553-B170502975,2,0.0,October 2020,2,0.0,0,Stuttgart,1.0,Germany,48.775418,9.181759
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,337151,60,NOV NOVOSTAR 5ST MULTI-DENOM,4017,9/16/2016,9/30/2020,337151-186277,4,0.0,October 2020,4,0.0,0,Giessen,0.625,Germany,50.587142,8.690926
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,337157,60,NOV NOVOSTAR 6ST MULTI-DENOM,4018,9/16/2016,9/30/2020,337157-349089,4,0.0,October 2020,4,0.0,0,Giessen,0.625,Germany,50.587142,8.690926
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,337170,60,WMS BLADE MULTI CHEST 4,1867,11/18/2016,9/2/2020,337170-5102877,3,0.0,October 2020,3,0.0,0,Giessen,0.625,Germany,50.587142,8.690926
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,337584,60,BAL J43 JIN-JI BAO XI R/F MLP,3665,9/3/2020,9/3/2020,337584-5169763,0,0.0,October 2020,0,0.0,0,Giessen,0.625,Germany,50.587142,8.690926
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,337587,60,BAL J43 JIN JI BAO XI E/T MLP,3679,9/3/2020,9/3/2020,337587-5169766,0,0.0,October 2020,0,0.0,0,Giessen,0.625,Germany,50.587142,8.690926
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,334800,60,NOV PREM V+ 1ST MULTI-DENOM,4007,8/15/2008,8/2/2020,334800-346836,12,0.0,October 2020,12,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,335775,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/27/2008,9/2/2020,335775-346806,12,0.0,October 2020,12,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,335850,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/15/2008,8/2/2020,335850-346838,12,0.0,October 2020,12,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336276,60,NOV PREM V+ 5ST MULTI-DENOM,4010,9/20/2014,9/2/2020,336276-643007,6,0.0,October 2020,6,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336278,60,NOV PREM V+ 6ST MULTI-DENOM,4011,9/20/2014,9/2/2020,336278-643008,6,0.0,October 2020,6,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336329,60,NOV PREM V+ 6ST MULTI-DENOM,4011,4/29/2009,8/2/2020,336329-403640,11,0.0,October 2020,11,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336390,60,NOV PREM V+ 5ST MULTI-DENOM,4010,12/23/2009,8/2/2020,336390-447005,10,0.0,October 2020,10,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336785,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,9/12/2015,2/14/2020,336785-XAR666045,5,0.0,October 2020,5,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336786,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,9/12/2015,7/15/2020,336786-XAR666048,5,0.0,October 2020,5,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336787,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,9/12/2015,2/13/2020,336787-XAR666043,5,0.0,October 2020,5,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336788,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,9/12/2015,2/13/2020,336788-XAR666047,5,0.0,October 2020,5,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336789,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,9/12/2015,3/12/2020,336789-XAR666044,5,0.0,October 2020,5,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336790,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,9/12/2015,2/12/2020,336790-XAR666049,5,0.0,October 2020,5,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336791,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,9/12/2015,3/12/2020,336791-XAR666046,5,0.0,October 2020,5,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336792,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,9/12/2015,2/12/2020,336792-XAR666050,5,0.0,October 2020,5,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336793,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,9/12/2015,2/12/2020,336793-XAR666055,5,0.0,October 2020,5,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336794,60,AIN/A560 MULTI WIN5 (SAP-MJP),1375,9/12/2015,2/13/2020,336794-XAR666052,5,0.0,October 2020,5,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336795,60,AIN/A560 MULTI WIN5 (SAP-MJP),1375,9/12/2015,2/12/2020,336795-XAR666054,5,0.0,October 2020,5,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336796,60,AIN/A560 MULTI WIN5 (SAP-MJP),1375,9/12/2015,7/15/2020,336796-XAR666053,5,0.0,October 2020,5,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336797,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,9/12/2015,2/14/2020,336797-XAR666051,5,0.0,October 2020,5,0.0,0,Yokosuka,1.0,Japan,35.281341,139.6722
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,336481,60,BAL V22/22 AMERICAN ORIGINAL,3229,3/21/2015,9/11/2020,336481-B141219213,5,0.0,October 2020,5,0.0,0,Sasebo,1.0,Japan,33.179915,129.71511
Japan,19,SASEBO,3133,SASEBO F.O. WAREHOUSE,336633,60,NOV PREM V+ 6sT,3160,9/19/2014,9/11/2020,336633-643019,6,0.0,October 2020,6,0.0,0,Sasebo,1.0,Japan,33.179915,129.71511
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,130582,740,IBM SUREPOS 4852,2038,10/15/2010,6/14/2013,130582-41C8993,10,7.0,November 2020,10,7.0,7,Kaiserlautern,0.9629629629629629,Germany,49.440066,7.749126
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,130620,740,IBM SUREPOS 4852,2038,10/15/2010,9/19/2014,130620-41D3295,10,6.0,November 2020,10,6.0,6,Kaiserlautern,0.9629629629629629,Germany,49.440066,7.749126
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,131727,740,IBM SUREPOS 4852,2038,10/15/2010,9/6/2013,131727-41D3169,10,7.0,November 2020,10,7.0,7,Kaiserlautern,0.9629629629629629,Germany,49.440066,7.749126
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333419,70,ITC Smart Card Dispenser,1018,10/28/2003,10/11/2019,333419-23737,17,1.0,November 2020,17,1.0,1,Kaiserlautern,0.9629629629629629,Germany,49.440066,7.749126
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333945,60,IGT GAME KING CL IFACE 210,228,8/31/2004,10/23/2020,333945-1384432,16,0.0,November 2020,16,0.0,0,Kaiserlautern,0.9629629629629629,Germany,49.440066,7.749126
