LocationName,FO#,Loc,Svc,NOV,AIN,IGT,WMS,BAL,KON,ITE,Tot_EGMs,FRS,ACM,ITC,Total_PDF,Total_Computed,Month
BEACH HEAD,26,2394,Marine Corps,5.0,,1.0,2.0,,,3.0,11.0,1.0,1.0,2.0,15.0,15.0,September 2021
CROW'S NEST,26,2523,Navy,6.0,4.0,2.0,2.0,6.0,,,20.0,1.0,1.0,2.0,24.0,24.0,September 2021
PORT CALL,26,2525,Navy,2.0,,2.0,2.0,,3.0,,9.0,1.0,1.0,2.0,13.0,13.0,September 2021
WHISPERS,26,3159,Marine Corps,4.0,4.0,2.0,,,,,10.0,,1.0,1.0,12.0,12.0,September 2021
HANSEN TLF,26,3169,Marine Corps,2.0,,4.0,2.0,2.0,2.0,,12.0,1.0,1.0,1.0,15.0,15.0,September 2021
STATE'S GRILL,21,866,Army,12.0,4.0,5.0,,,2.0,,23.0,1.0,1.0,2.0,27.0,27.0,September 2021
HILLTOP,21,867,Army,7.0,10.0,2.0,,8.0,2.0,,29.0,1.0,1.0,2.0,33.0,33.0,September 2021
PERIMETER PUB,21,869,Army,5.0,,1.0,,,3.0,3.0,12.0,,1.0,2.0,15.0,15.0,September 2021
WINDY CITY,21,870,Army,14.0,,4.0,6.0,,,,24.0,1.0,1.0,2.0,28.0,28.0,September 2021
EL GUERRERO,21,891,Army,16.0,,10.0,,3.0,,,29.0,1.0,1.0,2.0,33.0,33.0,September 2021
TURTLE COVE,21,2521,Navy,6.0,,,5.0,,,,11.0,1.0,1.0,2.0,15.0,15.0,September 2021
GATEWAY CLUB,23,797,Army,9.0,5.0,2.0,,6.0,2.0,,24.0,,2.0,,26.0,26.0,September 2021
WARRIOR'S,23,798,Army,10.0,,2.0,2.0,,,,14.0,1.0,1.0,1.0,17.0,17.0,September 2021
CASEY B/C,23,819,Army,12.0,4.0,2.0,,4.0,2.0,,24.0,1.0,1.0,1.0,27.0,27.0,September 2021
CASEY LODGE,23,1940,Army,6.0,,1.0,2.0,2.0,,,11.0,1.0,1.0,1.0,14.0,14.0,September 2021
FLIGHTLINE,24,3166,Army,8.0,,,,2.0,,,10.0,1.0,1.0,1.0,13.0,13.0,September 2021
CAVE,24,3168,Army,22.0,6.0,5.0,,8.0,,,41.0,1.0,2.0,2.0,46.0,46.0,September 2021
HUMPHREYS B/C,24,839,Army,6.0,4.0,4.0,,,,,14.0,1.0,1.0,2.0,18.0,18.0,September 2021
MORNING CALM,24,3158,Army,15.0,15.0,6.0,,29.0,3.0,,68.0,1.0,2.0,2.0,73.0,73.0,September 2021
